data, m, k, r, theta
seq_eth, 2, 2.8, 1.85, 11.25

precision, recall, f1_score
0.27, 0.63, 0.38

members, duration
3 6, 846-1026
4 5, 846-990
2 3, 858-912 894-936
2 3 6, 942-990
9 10, 1050-1092
11 12, 1050-1098
11 12 13, 1086-1170 1146-1194
14 15 16, 1104-1176 1206-1248
14 17, 1110-1158
14 17 18 20, 1164-1230
14 15 18 20, 1170-1212
23 24, 1284-1374
28 29, 1446-1572
33 34, 1536-1752
42 43 44, 2130-2292
41 42 44, 2130-2292
45 46, 2196-2280
46 47, 2214-2304
53 54, 2862-2928
55 57, 2910-2952
59 60, 3006-3144
61 62, 3150-3648
74 75 76, 4223-4379
70 71 72 73, 4229-4349
79 80, 4355-4427 4409-4451 4421-4463
84 85, 4631-4787
86 87, 4715-4787 4757-4811
88 89, 4727-4871
92 93 94, 4865-4967
92 95, 4877-4943
98 99, 4937-5111
109 110, 5111-5291
105 106 107, 5111-5159 5129-5171
103 104 105, 5129-5189
104 106, 5147-5189
117 118, 5543-6227
121 122, 6227-6371
126 127, 6419-6797
126 128, 6497-6593
130 131, 6797-6959
132 133, 6821-6905
137 138 139, 6887-6983
142 143, 6977-7133
145 146, 7301-7433
149 150, 7379-7511
150 151, 7397-7487
153 154, 7457-7601
154 155, 7469-7601
170 172, 8169-8283
177 178, 8373-8415 8409-8499
179 180, 8397-8463
180 181 182, 8397-8469
181 182 183, 8397-8499
182 183 184, 8409-8529
178 179 182, 8439-8517
185 186, 8457-8517 8487-8529 8553-8601
177 184, 8457-8505
178 182 183, 8463-8517
186 187 188, 8469-8625
185 186 187, 8517-8559 8529-8571
186 190, 8571-8613
192 193, 8709-8817
195 196, 8901-8973
196 197, 8907-8955 8931-9117
198 201, 8967-9039
202 203, 8973-9141
202 203 205, 8997-9081
204 206, 9015-9135
171 201, 9045-9111
200 203 205, 9057-9099
210 211, 9105-9273
212 213 214, 9213-9261 9255-9345
217 218, 9303-9465
223 224, 9525-9657
227 228, 9627-9735
230 231, 9675-9885 9939-9981
234 235, 9825-9879
237 238 239, 9915-10011
237 241, 9915-9975 9969-10011
239 240, 9915-10095
241 242, 9915-10041
237 238 243, 9951-10005 9993-10065
237 239, 9987-10101
237 238 239 240, 10011-10071
245 246 249, 10101-10149
246 248 249, 10101-10143
247 248 249, 10101-10215
251 252 253, 10197-10311
247 248, 10221-10269
250 255 256, 10227-10275 10245-10371 10347-10389
258 259, 10251-10443
257 260, 10257-10473
252 254, 10257-10359
238 253, 10287-10329
256 257, 10287-10335
261 262, 10293-10473
266 267 268 269 272, 10299-10353
265 266 267 270, 10299-10455
263 264, 10299-10491 10461-10503 10473-10515 10491-10665
266 267 268 269 270, 10305-10347 10317-10377
265 266 267 268 270, 10323-10365
257 261, 10323-10473
255 256 260, 10329-10371
256 257 260, 10335-10377
275 278 279, 10377-10419 10395-10461
260 262, 10377-10473
276 280, 10383-10515
278 279 281, 10395-10455
265 266 267 268, 10401-10443 10425-10467 10437-10479
263 268, 10407-10467
238 266, 10419-10467
238 265, 10431-10473
279 283, 10437-10485
275 278, 10437-10665
278 283, 10437-10479 10449-10665
275 281, 10461-10665
287 289, 10461-10515 10491-10665
300 301 302, 10683-10767
303 304, 10701-10887
307 308 309 310, 10779-10917
305 306, 10797-10851
313 314, 10809-10971
311 312, 10809-10953
308 309 310 312, 10869-10917
309 310 311 312, 10869-10911
308 309 311 312, 10875-10923
319 320, 11205-11265
321 322 323, 11235-11331 11301-11415
320 321 324, 11259-11307 11277-11325
325 326 328 329, 11283-11325
325 326 327 329, 11319-11397 11367-11457
326 327 328 329, 11319-11457
321 324, 11319-11361 11367-11415
320 321, 11361-11415
332 333, 11385-11505
334 335 336 337, 11391-11613
335 336 337 338, 11415-11481 11487-11613
340 341, 11613-11667
343 344, 11859-11991
342 345, 11865-12045
346 347, 11871-12033
351 352 353, 11937-12045
350 352 353, 12039-12105
360 361 362, 12237-12297
364 365 366, 12243-12309
357 363, 12243-12333
360 362 363, 12249-12297
357 365, 12297-12381
360 361 362 363, 12303-12345
357 358 366, 12315-12381
