data, m, k, r, theta
seq_eth, 2, 4.2, 1.85, 22.5

precision, recall, f1_score
0.3, 0.63, 0.4

members, duration
4 5, 846-990
2 3 6, 858-930 900-1026
11 12 13, 1068-1200
14 15, 1086-1248
11 13 16, 1104-1182
15 16 18, 1110-1194
14 15 17 18 20, 1122-1194
11 12 16, 1170-1242
23 24, 1284-1374
28 29, 1446-1572
33 34, 1536-1752
41 42 43 44, 2130-2202 2148-2214 2160-2226
45 46, 2196-2304
46 47, 2214-2304
43 45, 2220-2292
53 54, 2862-2928
59 60, 3006-3144
61 62, 3120-3648
74 75 76, 4223-4379
70 71 72 73, 4235-4361
79 80, 4355-4487
84 85, 4631-4787
86 87, 4715-4835
88 89, 4727-4871
92 93 94, 4853-4967
92 95, 4859-4955
109 110, 5111-5291
103 104 105, 5123-5189
104 105 106 107, 5123-5189
117 118, 5507-6227
121 122, 6227-6371
126 127, 6419-6797
126 128, 6497-6797
130 131, 6797-6959
132 133, 6821-6905
131 133, 6851-6959
137 138 139, 6887-6977
142 143, 6977-7169
145 146, 7301-7433
149 150, 7379-7511
150 151, 7397-7511
154 155, 7457-7601
153 154, 7457-7601
170 172, 8151-8283
180 181 182, 8397-8469
182 183 184, 8397-8529
181 182 183, 8397-8529
179 180 181, 8397-8523
179 181 182, 8421-8523
178 179 182, 8421-8517
178 182 183, 8427-8517
177 178 182, 8439-8505
177 182 184, 8439-8505
186 187 188, 8475-8625
185 186 187, 8511-8607
186 187 190, 8553-8625
192 193, 8709-8817
195 196, 8901-9105
196 197, 8907-9117
198 201, 8955-9057
202 203, 8973-9141
200 203 205, 9003-9123
171 198, 9009-9099
204 206, 9015-9135
196 200, 9051-9117
210 211, 9105-9273
208 209, 9165-9231
212 213 214, 9213-9363
217 218, 9303-9465
223 224, 9525-9657
227 228, 9627-9735
230 231, 9675-9903 9885-9951 9903-9981
234 235, 9825-9891
237 241, 9915-10029
241 242, 9915-10041
237 238 243, 9927-10071
237 238 239, 9939-10101
237 238 239 240, 9993-10077
238 244, 10029-10107
247 248 249, 10101-10233
246 248 249, 10101-10203
245 246 249, 10101-10185 10131-10203
251 252 253, 10197-10311
250 255 256, 10221-10389
252 254, 10227-10359
258 259, 10251-10443
252 253 254, 10263-10329
256 257 260, 10269-10389
255 256 260, 10275-10389
267 268 269 272, 10299-10377
266 267 269 270, 10299-10443
266 267 268 269, 10299-10443
263 264, 10299-10665
265 266 267 270, 10299-10455
257 260 261, 10305-10377 10335-10431 10377-10473
260 261 262, 10335-10431 10377-10473
276 280, 10383-10665
265 266 267 268, 10389-10479
275 278 279 281, 10395-10479
263 268, 10407-10491
238 266, 10413-10479
278 279 283, 10419-10503
283 287, 10443-10509
275 281, 10455-10665
287 289, 10461-10665
275 278 283, 10467-10665
300 301 302, 10665-10767
303 304, 10701-10887
294 302, 10719-10785
305 306, 10773-10851
307 308 309 310, 10803-10917
313 314, 10809-10971
308 309 310 312, 10827-10917
309 310 311 312, 10827-10917
312 314, 10875-10953
319 320, 11205-11295
320 321 324, 11241-11361
321 322 323, 11259-11415
325 326 327 328 329, 11283-11385
319 322, 11295-11373
332 333, 11385-11505
334 335 336 337, 11391-11613
335 336 337 338, 11493-11613
340 341, 11613-11697
342 345, 11859-12045
343 344, 11859-11991
346 347, 11871-12033
351 352 353, 11937-12063
350 352 353, 12033-12117
350 355, 12063-12135
353 355, 12081-12147
360 361 362, 12219-12345
360 362 363, 12225-12345
357 363, 12237-12339
364 365, 12243-12381
365 366, 12243-12345
357 365, 12291-12381
357 358 366, 12291-12381
