data, m, k, r, theta, n
seq_eth, 2, 7.2, 1, 5.625, 1

precision, recall, f1_score
0.318, 0.631, 0.423

members, duration
3 6, 876-942
4 5, 846-984
11 12, 1080-1128
11 12 13, 1086-1164 1140-1188
11 13, 1122-1182 1146-1200 1176-1248
14 15, 1086-1158 1122-1170
14 18, 1188-1242
14 18 20, 1176-1230
15 16, 1170-1236
17 20, 1122-1182 1152-1206 1170-1218
18 20, 1128-1230
33 34, 1542-1596
41 42 43, 2130-2178
42 43, 2130-2262
53 54, 2862-2928
59 60, 3006-3144
70 71, 4241-4289 4253-4307 4271-4319 4283-4361
70 71 72 73, 4199-4283 4247-4295 4265-4313
71 72 73, 4199-4283 4247-4295 4265-4313
72 73, 4199-4361
74 75 76, 4223-4379
75 76, 4223-4379
84 85, 4631-4709
88 89, 4733-4853
92 93, 4805-4967
98 99, 4937-5111
103 104 105, 5141-5189
104 105, 5129-5189
106 107, 5111-5189
109 110, 5111-5291
121 122, 6227-6371
138 139, 6917-7025
142 143, 6995-7133
145 146, 7301-7397 7379-7433
153 154, 7457-7601
178 179, 8433-8511
178 179 182 183, 8469-8517
180 181, 8397-8553
182 183, 8397-8517
182 183 184, 8475-8529
183 184, 8475-8535
185 186, 8517-8571 8535-8583
187 188, 8457-8625
192 193, 8709-8817
196 197, 8937-9051
202 203, 8973-9141
210 211, 9105-9159 9219-9267
212 214, 9255-9345
213 214, 9273-9363
227 228, 9627-9735
230 231, 9699-9783
234 235, 9825-9873
237 238, 9969-10017 9981-10041 10011-10065 10029-10077
237 238 239 240, 10023-10071
238 239 240, 10023-10071
239 240, 9915-10089
241 242, 9921-10041
245 246, 10101-10179 10155-10203
248 249, 10101-10179 10185-10233
250 256, 10239-10287 10257-10305 10269-10359 10335-10389
252 253, 10197-10263 10227-10311 10275-10329
255 256, 10227-10275 10239-10329 10305-10371
257 260, 10257-10377 10341-10389 10425-10473
258 259, 10275-10371 10341-10407 10377-10431
261 262, 10323-10383
263 264, 10299-10455 10419-10497 10461-10509
265 266 267 268, 10377-10425
265 266 267 268 270, 10311-10419 10395-10443
265 266 267 268 270 272, 10305-10353
265 266 267 268 272, 10299-10347
265 267, 10455-10503
265 267 268, 10443-10491 10461-10509
266 267 268, 10377-10425 10413-10473
266 267 268 270, 10311-10419 10383-10455
266 267 268 270 272, 10305-10353
266 267 268 272, 10299-10347
267 268, 10311-10491 10461-10509
267 268 272, 10299-10353
268 272, 10299-10353
275 278 279 281, 10395-10443 10407-10455
278 279, 10413-10473
278 279 281, 10395-10443 10407-10455
279 281, 10395-10455
300 301, 10665-10749 10719-10767
300 301 302, 10707-10761
301 302, 10707-10761
303 304, 10707-10887
307 308 309 310, 10779-10905
307 308 309 310 312, 10863-10917
307 308 309 312, 10875-10923
308 309, 10881-10929
308 309 310, 10779-10905
308 309 310 312, 10863-10917
308 309 312, 10875-10923
309 310, 10779-10905
309 310 312, 10863-10917
309 312, 10875-10923
311 312, 10809-10953
313 314, 10809-10863 10857-10971
320 324, 11289-11379
321 322, 11235-11295 11295-11343
321 322 323, 11289-11337 11301-11373
322 323, 11271-11337 11301-11415
325 326, 11283-11349 11343-11415
325 326 327, 11307-11361
325 326 327 328 329, 11319-11385
325 326 329, 11373-11457
326 327, 11307-11361
326 327 328 329, 11319-11385
326 329, 11373-11457
327 328 329, 11319-11457
328 329, 11283-11463 11427-11481
332 333, 11385-11505
334 335, 11391-11439 11493-11541
334 335 336 337 338, 11397-11535
336 337 338, 11391-11613
337 338, 11391-11613
342 345, 11931-12003
343 344, 11859-11991
346 347, 11871-11925 11889-12033
351 352 353, 11943-12021
352 353, 11937-12093
357 358, 12021-12105 12075-12129 12099-12381
360 361, 12201-12339
360 361 362 363, 12297-12345
362 363, 12219-12357
364 365, 12249-12363
364 365 366, 12243-12291
365 366, 12243-12291
