data, m, k, r, theta
seq_eth, 2, 10.5, 1.24, 11.25

precision, recall, f1_score
0.18, 0.55, 0.28

members, duration
2 3, 870-936 918-1008
3 6, 846-1026
4 5, 846-990
11 12, 1050-1248
11 13, 1068-1248
14 15, 1086-1200
14 15 18, 1140-1248
14 17, 1128-1194 1140-1206 1164-1248
14 17 20, 1146-1224
14 18, 1128-1206 1164-1248
14 18 20, 1146-1224
14 20, 1146-1224
15 16, 1104-1248
15 18, 1140-1248
17 18, 1110-1182
17 18 20, 1122-1188
17 20, 1122-1242
18 20, 1122-1248
28 29, 1446-1554
33 34, 1536-1752
41 42, 2118-2190
41 42 44, 2130-2292
41 44, 2130-2292
42 43, 2172-2292
42 43 44, 2130-2232
42 44, 2130-2292
43 44, 2130-2232
45 46, 2196-2286
46 47, 2214-2280
53 54, 2862-2928
59 60, 3006-3144
61 62, 3156-3648
70 71, 4199-4277
70 71 72, 4217-4361
70 72, 4217-4361
71 72, 4199-4325
71 72 73, 4265-4361
71 73, 4265-4361
72 73, 4199-4361
74 75, 4223-4379
75 76, 4223-4379
79 80, 4355-4445
84 85, 4631-4787
86 87, 4715-4787
88 89, 4727-4871
92 93, 4805-4967
93 94, 4841-4979
103 104, 5111-5189
104 105, 5111-5189
105 107, 5111-5183
106 107, 5111-5189
109 110, 5111-5291
117 118, 5567-6227
121 122, 6227-6371
126 127, 6419-6797
130 131, 6797-6959
137 139, 6887-6995
138 139, 6887-7043
142 143, 6977-7139
145 146, 7301-7433
149 150, 7391-7511
153 154, 7457-7601
154 155, 7535-7601
170 172, 8175-8283
178 179, 8373-8517
178 182, 8397-8517
180 181, 8397-8553
182 183, 8397-8529
183 184, 8397-8463 8439-8535
185 186, 8457-8523 8469-8535 8481-8607
186 187, 8463-8625
187 188, 8457-8625
192 193, 8709-8817
195 196, 8901-8967
196 197, 8907-9117
198 201, 8973-9045
200 205, 9045-9129
202 203, 8973-9141
203 205, 8991-9081
204 206, 9015-9099 9057-9135
210 211, 9105-9273
212 213, 9213-9285
212 214, 9213-9363
213 214, 9237-9363
217 218, 9303-9465
223 224, 9591-9657
227 228, 9627-9735
230 231, 9675-9903 9915-9981
237 238, 9915-10017 9981-10089
237 238 239, 10029-10095
237 238 243, 9957-10041
237 239, 10029-10101
237 241, 9915-10005
237 243, 9957-10077
238 239, 9915-10095
238 243, 9945-10041
239 240, 9915-10095
241 242, 9915-10041
245 246, 10101-10203
246 249, 10101-10203
247 248, 10101-10245
248 249, 10101-10233
250 255 256, 10233-10383
250 256, 10227-10389
251 252, 10197-10293
251 252 253, 10233-10311
251 253, 10233-10311
252 253, 10197-10329
252 254, 10251-10359
255 256, 10221-10389
256 260, 10311-10383
257 260, 10257-10473
257 261, 10329-10431 10377-10473
258 259, 10251-10443
260 262, 10401-10473
261 262, 10293-10425
263 264, 10299-10515 10461-10665
265 266, 10389-10455
265 266 267, 10395-10479
265 266 270, 10299-10449
265 267, 10395-10479 10425-10509
265 270, 10299-10449
266 267, 10347-10431
266 267 268, 10299-10371 10317-10407 10371-10479
266 267 268 269, 10311-10377
266 268, 10299-10371 10317-10407 10371-10479
266 268 269, 10311-10377
266 269, 10311-10377
266 269 270, 10335-10401
266 270, 10299-10455
267 268, 10305-10371 10323-10509
267 268 269, 10299-10365 10311-10383
267 269, 10299-10437
268 269, 10299-10365 10311-10383
268 272, 10299-10377
269 270, 10335-10401 10347-10443
269 272, 10317-10425
275 278, 10365-10437 10413-10665
275 278 279, 10377-10473
275 279, 10377-10473
276 280, 10383-10521
278 279, 10377-10479
278 283, 10443-10665
279 281, 10395-10461
287 289, 10461-10527
300 301, 10665-10767
301 302, 10665-10767
303 304, 10701-10887
305 306, 10779-10851
307 308, 10779-10923
308 309, 10779-10929
309 310, 10779-10917
309 311 312, 10857-10929
309 312, 10815-10929
311 312, 10809-10953
313 314, 10809-10971
320 321, 11235-11301
320 324, 11259-11415
321 322, 11235-11415
321 324, 11247-11325
322 323, 11235-11415
325 326 329, 11283-11457
325 329, 11283-11463
326 327, 11283-11349
326 327 328, 11289-11361
326 327 328 329, 11301-11427
326 327 329, 11367-11457
326 328 329, 11283-11427
326 329, 11283-11457
327 328, 11289-11361
327 328 329, 11301-11475
327 329, 11301-11475
328 329, 11283-11481
332 333, 11385-11505
334 335 336, 11391-11613
334 336, 11391-11613
335 336, 11391-11613
336 337, 11391-11613
337 338, 11391-11613
342 345, 11859-12033
343 344, 11859-11991
346 347, 11871-12033
350 353, 12033-12135
351 352, 11937-12105
352 353, 11937-12117
357 358, 12021-12381
360 361, 12201-12327
360 361 362, 12267-12345
360 362, 12219-12327
360 362 363, 12267-12345
360 363, 12267-12345
361 362, 12267-12345
362 363, 12219-12357
364 365, 12243-12381
365 366, 12243-12321
