data, m, k, r, theta, n
gveii, 2, 58, 0.8, 5.625, 1

precision, recall, f1_score
0.277, 0.841, 0.417

members, duration
5 6, 1-107
8 78, 2315-2373
9 10, 6-72 23-82 168-239 205-265 360-440 415-473
15 16, 1-98
21 22, 3-95
23 26 27, 1-77
24 25, 34-94
26 27, 1-88
28 29 30, 1-81
29 30, 1-82
34 35, 23-144
36 38, 39-109 103-192
37 42, 86-272
43 44, 223-305
47 61, 285-361
51 52, 217-361
53 54, 264-331
55 56 57, 264-405
56 57, 258-405
60 62, 302-362
60 62 63, 260-338 290-359 321-407
60 62 63 72, 281-347
62 63, 260-359 306-415
64 68, 269-378
64 68 69 71, 329-388
64 68 70 71, 336-397
64 68 71, 321-386 331-393
65 67, 260-342
66 67, 279-353
68 69 71, 329-388
68 71, 321-386 331-397
70 71, 289-389 340-408
73 74, 291-406
75 76, 304-362 429-492
75 76 77, 305-486
76 77, 305-486
79 80, 308-445
84 86, 373-457 410-476
87 88, 419-497 608-679
89 90, 417-506
91 92, 441-632 587-647 614-679 644-792
93 94, 442-512
93 94 95 96, 455-557
94 95 96, 455-565
95 96, 455-568
97 98, 461-528
99 100, 480-545
101 102, 503-604
104 105, 517-640
108 109, 618-682 633-772
108 109 113, 625-690
112 113, 660-769
114 115, 638-744
116 117, 658-789
118 119, 723-928
120 121 122, 705-772
120 121 122 123, 715-801
121 122, 705-772
121 122 123, 715-824
121 123, 767-839
122 123, 715-852
126 127, 816-891
129 130, 786-953
131 132, 807-865 846-908 1275-1335 1298-1359
131 132 133, 808-877 824-895
131 132 133 134, 820-881
131 133, 858-917 884-968 963-1045 1156-1246 1210-1273 1237-1315
131 133 134, 911-1020 1216-1294
132 133, 808-877 824-898 863-926 969-1027 1130-1196 1190-1263 1306-1382
132 133 134, 820-881 873-941 1206-1265
132 134, 872-930 884-994 1208-1269
133 134, 911-1020 1219-1294 1266-1326
135 136, 803-910
137 138, 827-933
139 140, 828-945
141 142, 976-1040 994-1114
143 144, 980-1074 1046-1144
145 146, 938-1011
145 146 151 152, 954-1013 969-1042
145 146 152, 956-1026
145 151 152, 985-1043
146 152, 954-1042
148 149, 949-1057
151 152, 954-1052
158 162, 1237-1297
159 160, 1016-1087 1044-1104 1063-1176 1181-1247
159 170, 1422-1480 1434-1499
159 264, 1631-1737 1705-1825
161 162, 1103-1164 1108-1220
163 165, 1012-1144
164 165, 1012-1111
164 165 166, 1054-1149
164 166, 1092-1151
166 167, 1026-1088
167 168 169, 1033-1118 1063-1152
168 169, 1033-1153
170 264, 1429-1487
170 278, 1239-1299
170 398, 1947-2024 2002-2061 2062-2127
171 264, 1621-1681 1919-2003
171 285, 1640-1719 1680-1762 1876-1953
172 173, 1079-1234
174 175, 1078-1244 1270-1336 1303-1386 1466-1524 1469-1533
174 175 204, 1467-1526
174 204, 1340-1398 1351-1413
177 178 179, 1100-1208
178 179, 1100-1208
181 182, 1117-1177 1253-1312
181 182 183, 1120-1274 1244-1310
181 182 183 187, 1217-1301
182 183, 1120-1310
184 185, 1120-1232
186 187, 1223-1294
192 193, 1172-1360
194 195, 1171-1240
194 195 197 198, 1241-1308
194 195 198, 1183-1298
195 197 198, 1241-1308
195 198, 1183-1298
196 197, 1185-1313
199 200, 1188-1309
201 202, 1187-1262 1227-1288 1242-1340 1330-1405 1396-1459 1421-1541 1489-1601
207 208, 1229-1330
209 210, 1233-1397
211 212, 1236-1336
213 214, 1229-1401
215 216, 1245-1403
217 218, 1230-1358
223 224, 1284-1403 1365-1432
223 224 227, 1346-1422
224 227, 1346-1422
225 226, 1280-1412
233 234, 1224-1338
235 236, 1340-1477
237 242 243, 1428-1492
238 239, 1366-1473
240 241, 1378-1518
240 241 261, 1461-1524
241 261, 1461-1527
242 243, 1384-1508
245 246, 1405-1535
247 248, 1419-1556 1502-1571 1664-1762
249 251, 1413-1473
249 251 252, 1416-1481
249 252, 1424-1511
251 252, 1416-1507
254 255, 1433-1560
256 258 259, 1436-1617
258 259, 1436-1618
263 269, 1487-1558 1509-1572
263 269 274, 1484-1544
265 266, 1494-1559 1516-1574 1590-1677 1640-1700 1754-1847 1820-1895 1919-1989 1938-2005 1949-2010 1985-2070 2014-2074 2020-2083 2050-2112 2074-2138
265 266 267, 1517-1619 1582-1640 1588-1647 1633-1697 1741-1811 1790-1877 2055-2131
265 267, 1632-1690 1728-1798
266 267, 1470-1531 1517-1629 1580-1647 1634-1695
267 373, 1879-1938
269 274, 1481-1544 1518-1579
271 272, 1463-1535 1486-1549 1495-1604 1557-1637 1587-1652 1608-1707 1731-1789 1847-1920
271 272 279 280, 1478-1542
271 272 280, 1485-1543 1492-1552
272 279 280, 1478-1541
275 276, 1500-1664
277 278, 1545-1605 1718-1782 1726-1784
279 280, 1478-1625
281 282, 1494-1663 1685-1782 1816-1881
281 282 353, 1807-1873
281 353, 1790-1864
283 284, 1530-1593
283 284 291, 1536-1596
284 291, 1536-1600
284 291 293 294, 1593-1661
285 395, 1906-1983
287 310, 1588-1655
289 290, 1573-1632
291 293, 1547-1607 1652-1710
291 293 294, 1550-1623 1583-1698
291 293 294 295, 1566-1640
293 294, 1550-1623 1583-1708
293 294 295, 1566-1640
295 301, 1709-1783 1787-1849
296 297, 1620-1709
298 299, 1611-1670 1665-1774
298 304 305 306, 1651-1709
298 305 306, 1649-1708
302 303, 1604-1743
304 305, 1616-1693 1676-1784
304 305 306, 1636-1729
305 306, 1636-1733
308 309, 1581-1652
308 309 310, 1571-1638
309 310, 1571-1638
311 312, 1562-1648 1619-1691
311 312 313 314 315 316 330 331 332, 1661-1719
311 312 313 314 315 316 330 332, 1642-1708 1657-1718
311 312 314 315 330 331 332, 1719-1781
311 312 314 315 330 331 332 340 341, 1724-1793
311 312 330 331 332, 1662-1776
311 312 330 332, 1639-1699 1651-1714
311 312 332, 1591-1676 1634-1696
312 313 314 315 316 330 331 332, 1661-1719
312 313 314 315 316 330 332, 1642-1708 1657-1718
312 314 315 330 331 332, 1719-1781 1737-1797
312 314 315 330 331 332 340 341, 1724-1794
312 330 331 332, 1662-1776
312 330 332, 1641-1699 1651-1714
313 314, 1566-1626
313 314 315, 1569-1632
313 314 315 316, 1618-1676 1661-1723 1751-1812
313 314 315 316 330, 1590-1650 1611-1669 1619-1679
313 314 315 316 330 331, 1747-1808
313 314 315 316 330 331 332, 1666-1771 1737-1804
313 314 315 316 330 331 332 340 341, 1736-1794
313 314 315 316 330 332, 1622-1718
313 314 316, 1615-1675
313 314 316 330, 1612-1672
313 315 316, 1755-1814
313 316, 1718-1793 1757-1823
313 316 330, 1577-1647 1593-1657 1606-1668
313 316 330 331 332, 1714-1775
313 330, 1600-1663
314 315, 1569-1643 1592-1651 1606-1667 1704-1765
314 315 316, 1586-1649 1594-1653 1610-1669 1618-1761 1751-1812
314 315 316 330 331, 1747-1808
314 315 316 330 331 332, 1742-1804
314 315 330 331 332, 1708-1781 1737-1799
314 315 330 331 332 340 341, 1724-1794
314 316, 1596-1662 1612-1675
315 316, 1618-1759 1743-1814
315 340 341, 1724-1794
317 319, 1577-1647 1636-1694
317 319 320, 1592-1657
317 319 320 321, 1590-1649 1600-1672 1629-1693
319 320, 1592-1657
319 320 321, 1590-1649 1600-1693
320 321, 1590-1649 1600-1693
322 323, 1616-1726
322 323 336, 1669-1735
323 336, 1669-1743
325 326, 1651-1714 1677-1750
325 326 327, 1588-1708
325 327, 1586-1645
326 327, 1593-1706
328 329, 1608-1691
330 331, 1747-1808
330 331 332, 1661-1804
330 332, 1622-1718
331 332, 1659-1804
331 332 349 350, 1653-1716
331 349 350, 1648-1710
333 334 338, 1645-1709
333 338, 1632-1702
335 336, 1594-1752
337 338, 1637-1706
337 338 339, 1621-1694
337 339, 1618-1678
340 341, 1613-1682 1628-1715 1661-1743 1707-1837
340 341 352, 1704-1764
340 341 352 353, 1689-1761
340 341 353, 1686-1746
341 353, 1691-1761
342 343, 1622-1792
344 346, 1631-1701 1660-1791
344 346 350, 1644-1717
345 346, 1631-1707 1659-1794
345 346 350, 1650-1716
346 350, 1650-1716
347 348, 1632-1697 1722-1781 1733-1796 1801-1861 1826-1886
348 447, 1947-2005
349 350, 1647-1720 1693-1783
