data, m, k, r, theta, n
seq_eth, 2, 8.9, 1.24, 11.25, 1

precision, recall, f1_score
0.262, 0.785, 0.392

members, duration
2 3 6, 936-1002
3 6, 846-1026
4 5, 846-990
11 12, 1050-1110
11 12 13, 1074-1248
14 15, 1086-1152
14 15 16, 1104-1158 1122-1182
14 15 16 17 18 20, 1152-1248
14 15 16 18, 1110-1170
14 15 16 18 20, 1134-1200
15 16, 1104-1158 1122-1182 1146-1200 1164-1218
15 16 18, 1110-1170
15 16 18 20, 1134-1194 1152-1212 1170-1248
17 18, 1110-1170
17 18 20, 1122-1188
17 20, 1140-1230
18 20, 1122-1248
28 29, 1446-1566
33 34, 1536-1752
41 42, 2118-2178
41 42 43 44, 2130-2292
42 43 44, 2130-2292
43 44, 2130-2232
45 46, 2196-2250
46 47, 2214-2280
53 54, 2862-2928
59 60, 3006-3144
61 62, 3156-3648
70 71 72 73, 4199-4361
71 72 73, 4199-4361
72 73, 4199-4361
74 75 76, 4223-4379
75 76, 4223-4379
79 80, 4355-4433
84 85, 4631-4787
88 89, 4727-4871
92 93, 4805-4907
92 93 94, 4859-4967
93 94, 4859-4979
98 99, 4937-5111
103 104 105, 5123-5189
103 104 105 107, 5111-5171
104 105, 5123-5189
104 105 107, 5111-5171
105 107, 5111-5171
106 107, 5111-5189
109 110, 5111-5291
121 122, 6227-6371
126 127, 6419-6797
130 131, 6797-6959
137 139, 6887-6995
138 139, 6887-7043
142 143, 6977-7139
145 146, 7301-7433
149 150, 7379-7445 7409-7511
153 154, 7457-7595
153 154 155, 7547-7601
154 155, 7547-7601
170 172, 8199-8283
178 179, 8373-8457
178 179 182 183, 8409-8487
178 179 182 183 184, 8439-8517
180 181, 8403-8553
180 181 182 183 184, 8397-8451
181 182 183 184, 8397-8451
182 183, 8409-8487
182 183 184, 8397-8457 8439-8529
183 184, 8397-8457 8439-8535
185 186 187 188, 8493-8607
186 187 188, 8463-8625
187 188, 8457-8625
192 193, 8709-8817
196 197, 8907-9117
200 205, 9057-9129
202 203, 8973-9039 9045-9141
202 203 205, 8991-9093
203 205, 8991-9093
204 206, 9015-9075 9075-9135
210 211, 9105-9273
212 213, 9213-9273
212 213 214, 9225-9279 9303-9363
212 214, 9231-9351
213 214, 9249-9363
217 218, 9303-9465
223 224, 9597-9657
227 228, 9627-9735
230 231, 9675-9891 9927-9981
234 235, 9825-9885
237 238 239 240, 9939-9993 10029-10089
237 238 239 240 241 242, 9915-9987
237 238 239 240 241 242 243, 9945-9999
237 238 239 240 243, 9951-10011 9969-10077
237 238 243, 9963-10017
237 239, 10047-10101
237 239 240, 10041-10095
238 239 240, 9915-9993 9993-10089
238 239 240 243, 9945-10011 9969-10041
238 243, 9963-10017
239 240, 9915-10095
241 242, 9915-10041
245 246 249, 10101-10203
246 249, 10101-10203
247 248, 10167-10221 10215-10269
247 248 249, 10101-10215 10173-10233
248 249, 10101-10215 10173-10233
250 255 256, 10233-10383
250 256, 10227-10281 10335-10389
251 252 253, 10197-10311
252 253, 10197-10311
252 253 254, 10263-10329
252 254, 10281-10359
255 256, 10221-10389
257 260, 10257-10395 10371-10425 10383-10455
257 260 261, 10377-10431 10407-10461
257 260 261 262, 10347-10419
257 260 262, 10413-10473
258 259, 10251-10443
260 262, 10413-10473
261 262, 10293-10419
263 264, 10299-10503 10461-10521
265 266 267 268, 10407-10479
265 266 267 268 269 270 272, 10323-10389 10359-10413
265 266 267 268 270, 10317-10371 10341-10407 10365-10455
265 266 267 268 270 272, 10299-10365
265 267 268, 10437-10509
266 267 268, 10407-10479
266 267 268 269 270 272, 10323-10389 10359-10413
266 267 268 270, 10317-10371 10341-10407 10365-10455
266 267 268 270 272, 10299-10365
267 268, 10317-10371 10341-10407 10365-10509
267 268 269 270 272, 10335-10389 10359-10413
267 268 269 272, 10323-10383
267 268 272, 10299-10365
268 272, 10299-10365
269 270, 10365-10443
269 270 272, 10335-10389 10353-10413
269 272, 10311-10383 10341-10401
275 278, 10365-10425 10437-10503
275 278 279, 10377-10431 10389-10443 10413-10479
275 278 279 281, 10395-10461
275 278 283, 10455-10665
275 279, 10383-10437
276 280, 10383-10521
278 279, 10377-10443 10413-10485
278 279 281, 10395-10461
278 283, 10455-10665
279 281, 10395-10461
287 289, 10461-10515
300 301, 10665-10719
300 301 302, 10671-10767
301 302, 10671-10767
303 304, 10701-10887
307 308 309 310, 10779-10875
307 308 309 310 312, 10827-10917
307 308 309 311 312, 10869-10923
308 309 310, 10779-10875
308 309 310 312, 10827-10917
308 309 311 312, 10869-10929
309 310, 10779-10875
309 310 312, 10827-10917
309 311 312, 10869-10929
311 312, 10809-10953
313 314, 10809-10971
320 321 322 323, 11241-11295
320 321 322 323 324, 11247-11301
320 324, 11265-11397 11361-11415
321 322 323, 11235-11295 11277-11415
321 322 323 324, 11247-11325
322 323, 11235-11415
325 326 327 328 329, 11283-11457
325 329, 11409-11463
326 327 328 329, 11283-11457
327 328 329, 11307-11475
328 329, 11283-11481
332 333, 11385-11505
334 335 336 337 338, 11391-11613
335 336 337 338, 11391-11613
336 337 338, 11391-11613
337 338, 11391-11613
342 345, 11883-12027
343 344, 11859-11991
346 347, 11871-12033
350 353, 12033-12135
351 352 353, 11937-12069 12033-12105
352 353, 11937-12117
357 358, 12021-12357
357 358 366, 12309-12381
358 366, 12309-12381
360 361, 12201-12267 12249-12303
360 361 362 363, 12219-12297 12255-12345
361 362 363, 12273-12345
362 363, 12219-12357
364 365, 12273-12381
364 365 366, 12243-12321
365 366, 12243-12321
