data, m, k, r, theta
seq_eth, 2, 1, 1.85, 11.25

precision, recall, f1_score
0.26, 0.68, 0.38

members, duration
4 5, 846-978
3 6, 852-912 906-936 930-960 960-978 978-1020
2 6, 924-942 990-1008 1008-1026
2 3, 942-960 960-978
9 10, 1074-1092
14 15, 1086-1116
11 12 13, 1086-1128 1122-1146 1140-1158
15 16, 1104-1248
14 15 17, 1128-1146
17 18 20, 1140-1158 1182-1200
15 18, 1146-1170
11 12, 1164-1248
14 15 18, 1188-1224 1218-1242
14 17 20, 1194-1212
14 18 20, 1194-1212 1212-1242
14 17, 1230-1248
23 24, 1320-1374
28 29, 1446-1572
33 34, 1536-1752
41 42, 2124-2148 2148-2256
42 43 44, 2130-2184 2178-2208 2202-2232 2226-2256
46 47, 2214-2262 2256-2304
41 42 44, 2262-2280
42 43, 2262-2292
53 54, 2862-2928
59 60, 3006-3144
61 62, 3150-3204 3204-3648
65 66, 3648-3666 3666-3684
70 71 72, 4199-4217 4217-4247 4241-4265 4259-4283 4283-4301 4295-4337
71 72 73, 4199-4217 4211-4247 4241-4265 4259-4283 4283-4301 4295-4319 4313-4331
74 75 76, 4223-4241 4235-4325 4319-4379
79 80, 4355-4379 4373-4409
84 85, 4631-4697 4691-4715 4709-4751 4751-4781
88 89, 4727-4871
92 93, 4805-4829 4823-4871 4865-4967
93 94, 4823-4877 4889-4907 4901-4919 4949-4967 4961-4979
98 99, 4937-5111
99 100, 4961-4979
100 101, 4973-5111
106 107, 5111-5153 5153-5183
104 105, 5111-5165
109 110, 5111-5261 5255-5291
103 104 105, 5165-5189
121 122, 6227-6371
126 127, 6419-6485 6479-6797
126 128, 6551-6569 6563-6587
130 131, 6797-6881 6875-6959
138 139, 6887-7001 6995-7025 7025-7043
137 139, 6905-6959 6953-6977 6977-7007
142 143, 6977-7013 7013-7127 7145-7163
145 146, 7301-7433
149 150, 7397-7439 7433-7451 7445-7463 7457-7499 7493-7511
153 154, 7457-7601
154 155, 7505-7535 7559-7589
178 179, 8373-8451 8445-8517
181 182, 8397-8463
182 183 184, 8397-8427 8463-8517 8511-8529
180 181, 8397-8553
187 188, 8457-8625
178 182, 8463-8517
186 187, 8481-8583 8577-8613 8607-8625
185 186, 8487-8511 8511-8535 8529-8547 8541-8559 8553-8571
186 187 188, 8535-8559
192 193, 8709-8799 8799-8817
196 197, 8913-8931 8925-8943 8949-9117
202 203, 8973-9141
203 205, 9003-9021 9021-9087 9081-9105
171 201, 9063-9081
200 205, 9069-9111
