data, m, k, r, theta
seq_eth, 2, 3.5, 1.85, 12.25

precision, recall, f1_score
0.29, 0.63, 0.4

members, duration
2 3, 834-918
3 6, 846-1026
4 5, 846-990
2 3 6, 930-1002
11 12, 1050-1110
11 12 13, 1074-1194
14 15, 1086-1248
11 13 16, 1110-1164
14 15 16 18, 1116-1170
14 17 18 20, 1152-1248
14 15 17 18, 1152-1206
23 24, 1284-1374
28 29, 1446-1572
33 34, 1536-1752
41 42 44, 2130-2292
42 43 44, 2130-2292
45 46, 2196-2304
46 47, 2214-2304
53 54, 2862-2928
59 60, 3006-3144
61 62, 3126-3180 3144-3648
74 75 76, 4223-4379
70 71 72 73, 4229-4361
79 80, 4355-4439 4409-4475
84 85, 4631-4787
86 87, 4715-4823
88 89, 4727-4871
92 95, 4859-4943
92 93 94, 4865-4967
98 99, 4937-5111
105 106 107, 5111-5189
104 105 106, 5111-5189
109 110, 5111-5291
103 104 105, 5129-5189
117 118, 5531-6227
121 122, 6227-6371
126 127, 6419-6797
126 128, 6503-6599
130 131, 6797-6959
132 133, 6821-6905
131 133, 6869-6935
137 138 139, 6887-6983
142 143, 6977-7139
145 146, 7301-7433
149 150, 7379-7511
150 151, 7397-7511
153 154, 7457-7601
154 155, 7463-7601
170 172, 8151-8283
182 183 184, 8397-8529
181 182 183, 8397-8517
180 181 182, 8397-8469
179 180 181, 8397-8499 8457-8523
179 181 182, 8427-8517
178 179 182, 8427-8517
178 182 183, 8445-8517
177 182 184, 8445-8505
177 178 182, 8445-8505
185 186, 8457-8529
186 187 188, 8475-8625
185 186 187, 8511-8589
186 190, 8571-8625
192 193, 8709-8817
195 196, 8901-9015 8979-9033
196 197, 8907-9117
198 201, 8955-9039
202 203, 8973-9141
202 203 205, 9003-9069
204 206, 9015-9135
200 203 205, 9015-9075 9033-9111
171 201, 9045-9105
210 211, 9105-9273
212 213 214, 9213-9267 9243-9363
217 218, 9303-9465
223 224, 9525-9657
227 228, 9627-9735
230 231, 9675-9891 9927-9981
234 235, 9825-9885
237 239, 9915-10101
237 241, 9915-10023
241 242, 9915-10041
237 238 243, 9951-10017 9981-10071
237 238 239 240, 9999-10077
245 246 249, 10101-10167
246 248 249, 10101-10167
247 248 249, 10101-10215
251 252 253, 10197-10311
247 248, 10215-10269
250 255 256, 10233-10389
252 254, 10239-10359
258 259, 10251-10443
256 257 260, 10287-10377
263 264, 10299-10503 10461-10521
266 267 268 269 272, 10299-10353
266 267 268 269 270, 10299-10377
265 266 267 270, 10299-10455
255 256 260, 10317-10377
257 260 261, 10365-10419 10413-10467
260 261 262, 10365-10419 10413-10467
275 278, 10365-10665
276 280, 10383-10527
265 266 267 268, 10395-10455 10425-10479
275 278 279 281, 10395-10449
263 268, 10407-10473
238 266, 10419-10473
278 279 283, 10425-10485
275 281, 10449-10665
287 289, 10461-10515
300 301 302, 10665-10767
303 304, 10701-10887
307 308 309 310, 10779-10917
305 306, 10785-10851
311 312, 10809-10953
313 314, 10809-10971
308 309 310 312, 10845-10917
309 310 311 312, 10845-10917
308 309 311 312, 10875-10929
319 320, 11205-11265
321 322 323, 11235-11289 11265-11415
320 321 324, 11241-11301 11259-11325
325 326 328 329, 11283-11337
321 324, 11301-11355 11313-11367 11331-11385
326 327 328 329, 11307-11457
325 326 327 329, 11307-11457
320 324, 11361-11415
332 333, 11385-11505
334 335 336 337, 11391-11613
335 336 337 338, 11493-11613
340 341, 11613-11685
342 345, 11859-12045
343 344, 11859-11991
346 347, 11871-12033
351 352 353, 11937-12057
350 352 353, 12039-12117
364 365 366, 12243-12303
357 363, 12243-12339
358 366, 12279-12339
357 365, 12291-12381
360 361 362 363, 12291-12345
357 358 366, 12303-12381
