data, m, k, r, theta, n
gveii, 2, 38, 1, 5.625, 1

precision, recall, f1_score
0.189, 0.923, 0.313

members, duration
3 4, 1-48
5 6, 1-71 44-107
9 10, 16-57 39-86 170-227 213-253 377-418 415-454 507-546
13 14, 1-43
15 16, 1-98
17 355, 1667-1708
21 22, 1-64 32-95
23 26 27, 1-67
23 27, 30-78
24 25, 42-87 51-94
24 25 26 27, 50-88
25 26 27, 14-55 38-76 50-88
26 27, 1-88
28 29, 33-75
28 29 30, 1-70 38-81
29 30, 1-70 38-82
31 32, 1-101
34 35, 23-144
36 38, 39-105 110-192
37 42, 86-272
43 44, 159-204 206-251 232-305
47 61, 229-281 300-347
48 61, 167-209 183-225
49 230, 1378-1422
51 52, 217-361
53 54, 233-329
55 56 57, 258-405
56 57, 258-405
60 62, 316-374 363-403
60 62 63, 260-318 301-353 337-383 366-416
60 62 63 72, 281-338
62 63, 260-353 337-392 366-416
64 68, 269-316 303-371
64 68 69, 279-340
64 68 69 70 71, 342-388
64 68 69 71, 335-379
64 68 70 71, 351-397
64 68 71, 334-372
65 66, 242-310
65 66 67, 273-312
65 67, 275-322
66 67, 303-353
68 69, 283-340
68 69 71, 335-388
68 71, 334-372 351-397
70 71, 302-408
73 74, 291-339 317-406
75 76, 304-355 452-492
75 76 77, 318-472 437-489
75 76 77 84, 435-474
76 77, 318-472 437-489
76 77 84, 435-474
77 84, 435-474
79 80, 308-445
84 86, 376-430 401-470
87 88, 394-436 419-465 438-488 492-536 611-681 732-771
89 90, 417-506
91 92, 441-612 634-685 657-719 702-792
93 94, 442-493
93 94 95 96, 456-518 492-538 505-557
93 94 96, 481-529 501-542
94 95 96, 456-506 476-518 505-561
94 96, 469-508 481-542
95 96, 455-568
97 98, 461-579 570-619 592-630 604-649
99 100, 480-547 578-629
101 102, 503-541 535-604
101 102 103, 504-572
104 105, 517-621
108 109, 607-663 657-772
108 109 113, 626-683
108 113, 646-690
112 113, 625-711 686-769
114 115, 638-740 715-765 749-793
116 117, 658-789
118 119, 727-803 769-837 809-925
120 121 122, 705-752
120 121 122 123, 715-774 751-809
121 122, 705-752
121 122 123, 715-810 787-828
121 123, 773-824 791-872
122 123, 715-845
126 127, 820-891
129 130, 786-915 888-937 908-953
129 130 139 140, 878-925 900-945
130 139 140, 878-925 900-945
131 132, 807-845 835-889 862-901 867-907 1201-1246 1279-1317 1316-1357
131 132 133, 808-854 819-857 830-872 970-1008
131 132 133 134, 820-867
131 132 134, 880-919
131 133, 817-856 853-896 893-943 934-983 963-1007 971-1025 1142-1187 1159-1228 1235-1282 1253-1300 1330-1376
131 133 134, 906-971 946-1000 1230-1272
131 133 201, 1245-1290
132 133, 808-857 830-872 859-897 970-1008 1139-1187 1193-1235 1211-1255 1321-1363 1341-1383
132 133 134, 820-867 885-927 1218-1264
132 134, 874-922 890-981 1281-1319
133 134, 820-861 885-928 906-971 946-1000 1218-1271
133 161, 1073-1111
135 136, 803-910
137 138, 827-933
139 140, 828-945
141 142, 973-1017 990-1114
143 144, 946-1008 1000-1043 1038-1091 1066-1144
145 146, 938-991
145 146 151 152, 954-1020 998-1042
145 146 152, 983-1035
146 152, 954-1036
148 149, 949-1057
151 152, 954-1052
159 160, 1016-1067 1044-1084 1083-1162 1147-1186 1174-1225 1193-1231 1202-1243
159 160 170, 1194-1232 1201-1239
159 160 170 171, 1199-1238
159 170, 1424-1462 1447-1494 1972-2014
159 171, 1617-1658
159 264, 1581-1623 1636-1678 1649-1696 1660-1720 1724-1803 1784-1824
160 170, 1194-1233 1201-1239
160 170 171, 1199-1238
160 171, 1211-1257
161 162, 1112-1151 1128-1202
163 164 165, 1045-1089 1053-1096
163 164 165 166, 1052-1090
163 165, 1012-1082 1059-1144
164 165, 1012-1073 1045-1089 1053-1103
164 165 166, 1052-1090 1066-1109 1081-1149
164 166, 1072-1118 1112-1151
166 167, 1026-1067
166 167 168 169, 1033-1083
166 167 169, 1030-1070
167 168 169, 1033-1106 1079-1152
167 169, 1030-1070 1069-1116
168 169, 1033-1153
170 264, 1431-1469
170 278, 1259-1298
170 398, 1959-2006 2006-2057 2057-2113 2093-2133
171 264, 1629-1672 1929-1978 1961-2003
171 285, 1650-1714 1712-1773 1797-1874 1853-1899 1868-1912 1897-1943
171 285 395, 1906-1950
172 173, 1088-1141 1107-1174 1147-1217 1193-1234
174 175, 1078-1226 1290-1336 1323-1368 1480-1524 1489-1533
174 175 204, 1487-1526
174 204, 1340-1378 1351-1393
177 178 179, 1100-1208
178 179, 1100-1208
181 182, 1117-1157 1273-1312
181 182 183, 1120-1250 1216-1277 1247-1310
181 182 183 186, 1213-1253
181 182 183 187, 1240-1284
182 183, 1120-1310
184 185, 1120-1232
186 187, 1144-1186 1245-1301
188 193, 1172-1221 1196-1235
189 190, 1190-1228
192 193, 1172-1258 1253-1319 1288-1342
192 193 203, 1221-1290
193 203, 1221-1290
194 195, 1171-1222
194 195 197, 1185-1227
194 195 197 198, 1190-1256 1239-1286 1269-1308
194 195 198, 1219-1276 1249-1306
195 197, 1185-1227
195 197 198, 1190-1256 1239-1286 1269-1308
195 198, 1219-1276 1249-1306
196 197, 1185-1227 1215-1265 1229-1295
196 197 198, 1190-1238 1213-1252 1228-1266 1258-1313
197 198, 1190-1252 1228-1266 1258-1314
199 200, 1188-1309
201 202, 1187-1246 1238-1277 1269-1320 1338-1396 1416-1457 1437-1479 1445-1516 1492-1601
207 208, 1229-1317
207 208 211 212, 1280-1330
208 211 212, 1280-1331
209 210, 1233-1310 1287-1396
209 210 220, 1273-1324
209 210 225 226, 1359-1397
209 225 226, 1360-1407
211 212, 1236-1336
213 214, 1229-1316 1285-1401
215 216, 1245-1403
217 218, 1230-1358
221 222, 1265-1314 1295-1333 1331-1384
223 224, 1286-1333 1304-1411 1385-1432
223 224 227, 1374-1422
224 227, 1374-1422
225 226, 1280-1412
233 234, 1226-1271 1254-1318 1286-1338
235 236, 1340-1431 1409-1471 1438-1477
238 239, 1366-1478
240 241, 1378-1504
240 241 260 261, 1477-1519
240 241 261, 1467-1514 1482-1524
241 261, 1467-1527
242 243, 1384-1508
245 246, 1405-1535
247 248, 1419-1466 1437-1475 1444-1552 1665-1762
247 248 254, 1429-1470
247 248 254 255, 1433-1474
249 250 251 252, 1418-1471
249 251, 1413-1453
249 251 252, 1416-1455 1434-1507
249 252, 1470-1511
251 252, 1416-1507
254 255, 1433-1560
256 258 259, 1436-1617
258 259, 1436-1618
263 269, 1492-1536 1518-1559 1533-1572
263 269 274, 1522-1570
265 266, 1499-1564 1608-1665 1633-1676 1644-1688 1748-1814 1781-1846 1826-1894 1907-1958 1924-1968 1938-1989 2013-2076 2067-2112 2091-2138
265 266 267, 1527-1565 1546-1599 1639-1677 1642-1681 1777-1818 1809-1863 2075-2121
265 266 400, 2062-2104
