data, m, k, r, theta, n
gveii, 2, 38, 0.8, 11.25, 1

precision, recall, f1_score
0.237, 0.889, 0.375

members, duration
3 4, 1-48
5 6, 1-107
9 10, 14-58 37-88 168-254 375-428 414-454
13 14, 1-43
15 16, 1-49 28-98
21 22, 22-95
23 26 27, 1-72
24 25, 1-94
26 27, 1-88
28 29 30, 1-81
29 30, 1-82
34 35, 23-144
36 38, 39-112 102-192
37 42, 86-272
43 44, 124-169 236-305
47 61, 229-280 296-361
48 61, 167-211 181-230
51 52, 217-361
53 54, 243-302 292-331
55 56 57, 279-405
56 57, 258-405
60 62 63, 260-318 311-351 345-416
60 62 63 72, 281-348
62 63, 260-357 328-416
64 68, 269-307 310-360
64 68 69, 270-322 299-347
64 68 69 70, 285-325
64 68 69 70 71, 288-336 323-388
64 68 70 71, 351-397
65 67, 267-343
66 67, 260-353
68 69, 272-322 299-347 323-381
68 69 70, 285-325
68 69 70 71, 288-336
68 69 71, 344-388
68 71, 351-397
70 71, 288-399
70 71 72, 362-406
71 72, 362-407
73 74, 291-406
75 76, 304-342 439-492
75 76 77, 305-476
76 77, 305-476
79 80, 308-445
84 86, 373-475
87 88, 394-439 416-497 488-537 610-675 717-771
89 90, 417-506
91 92, 441-617 627-792
93 94, 442-492 499-548
93 94 95 96, 455-508 514-552
93 94 96, 471-536 511-551
94 95 96, 455-508 514-553
94 96, 471-536 511-551 516-563
95 96, 455-568
97 98, 476-526
99 100, 480-535 574-629
101 102, 503-574 547-604
104 105, 517-637
108 109, 633-677 656-772
108 109 113, 640-693
112 113, 674-751
114 115, 638-738 742-793
116 117, 658-789
118 119, 725-928
120 121, 830-868
120 121 122, 705-752
120 121 122 123, 715-786
121 122, 705-752
121 122 123, 715-812
121 123, 775-816
122 123, 715-837
126 127, 816-891
129 130, 786-953
131 132, 807-845 846-887 1279-1318 1315-1354
131 132 133, 808-857 840-883 850-892
131 132 133 134, 820-877
131 133, 855-897 890-975 969-1021 1135-1230 1206-1244 1239-1279 1253-1305 1323-1378
131 133 134, 938-1006 984-1025 1226-1276
131 133 201, 1242-1290
132 133, 808-857 969-1007 1136-1194 1191-1231 1195-1251 1320-1377
132 133 134, 820-872 884-937 970-1008 1214-1266
132 134, 835-877 873-921 900-960 933-985 1229-1267
132 161, 1072-1110
133 134, 938-1006 984-1025 1224-1276
133 161, 1073-1111
135 136, 803-910
137 138, 827-894 867-933
139 140, 828-945
141 142, 968-1020 986-1114
143 144, 971-1016 995-1049 1019-1062 1031-1070 1049-1144
145 146, 938-991
145 146 151 152, 960-1008
145 146 152, 954-997 971-1042
145 152, 1005-1043
148 149, 949-1057
151 152, 954-1052
158 162, 1255-1293
159 160, 1016-1085 1083-1174 1183-1231
159 160 170, 1194-1235
159 160 170 171, 1198-1240
159 160 171, 1203-1245
159 170, 1423-1462 1434-1497 1974-2016
159 170 398, 1970-2011
159 171, 1613-1651
159 264, 1583-1627 1632-1681 1647-1739 1707-1783
160 170, 1194-1235
160 170 171, 1198-1240
160 171, 1203-1263
161 162, 1110-1152 1126-1203
163 165, 1012-1144
164 165, 1017-1100
164 165 166, 1063-1149
164 166, 1112-1151
166 167, 1026-1070
166 167 168 169, 1033-1088
167 168 169, 1033-1091 1092-1152
168 169, 1033-1153
170 264, 1431-1469
170 278, 1258-1300
170 398, 1966-2011 2005-2059 2055-2098
171 264, 1626-1671 1935-2003
171 285, 1640-1726 1883-1943
171 285 395, 1906-1950
172 173, 1079-1227
174 175, 1078-1227 1290-1340 1320-1371 1479-1519 1489-1533
174 175 204, 1482-1526
174 204, 1340-1380 1349-1393
177 178 179, 1100-1208
178 179, 1100-1208
181 182, 1117-1157 1273-1312
181 182 183, 1120-1274 1255-1310
181 182 183 187, 1237-1292
182 183, 1120-1310
184 185, 1120-1232
186 187, 1144-1185 1240-1301
188 192 193, 1192-1243 1220-1263
188 193, 1172-1229
192 193, 1172-1266 1247-1343 1539-1577
192 193 203, 1229-1284
193 203, 1229-1284
194 195, 1171-1220
194 195 197 198, 1258-1308
194 195 198, 1183-1295
195 197 198, 1258-1308
195 198, 1189-1295
196 197, 1214-1313
196 197 198, 1200-1251
197 198, 1192-1251
199 200, 1188-1309
201 202, 1187-1250 1238-1278 1264-1324 1332-1412 1414-1460 1435-1601
207 208, 1229-1330
209 210, 1233-1397
209 225 226, 1363-1407
211 212, 1236-1336
213 214, 1229-1401
215 216, 1245-1403
217 218, 1230-1358
221 222, 1265-1309 1276-1319 1327-1384
221 222 223, 1272-1313
222 223, 1272-1313
223 224, 1283-1359 1363-1417 1385-1432
223 224 227, 1322-1400 1380-1422
224 227, 1334-1400 1380-1422
225 226, 1280-1412
233 234, 1224-1268 1235-1283 1251-1338
235 236, 1340-1477
238 239, 1366-1447
240 241, 1378-1506
240 241 261, 1469-1524
241 261, 1469-1527
242 243, 1384-1508
245 246, 1405-1503 1486-1535
247 248, 1419-1466 1431-1553 1662-1762
247 248 254, 1429-1468
247 304 305 306, 1725-1763
248 254, 1429-1468
249 251, 1413-1453
249 251 252, 1416-1480
249 252, 1443-1511
251 252, 1416-1507
254 255, 1433-1560
256 258 259, 1436-1617
258 259, 1436-1618
263 269, 1506-1544 1513-1552
263 269 274, 1515-1572
265 266, 1496-1554 1607-1674 1648-1689 1689-1739 1802-1862 1829-1898 1924-1970 1937-1990 2005-2077 2059-2108 2095-2141
265 266 267, 1517-1566 1538-1602 1637-1685 1744-1839 1825-1866 2071-2132
265 267, 1738-1781 2123-2173
266 267, 1480-1518 1517-1632 1637-1682 1729-1771
267 373, 1892-1930
269 274, 1504-1542 1515-1579
271 272, 1463-1515 1524-1654 1623-1688 1730-1769 1845-1920
271 272 279 280, 1478-1560
271 272 280, 1523-1561
272 279 280, 1478-1560
275 276, 1500-1664
277 278, 1561-1606
279 280, 1478-1625
281 282, 1494-1655 1683-1730 1696-1780 1836-1881
281 282 353, 1806-1873
281 353, 1799-1843
283 284, 1541-1587
283 284 291, 1536-1578
284 291, 1536-1578
285 395, 1906-1987
287 307, 1618-1658
287 307 310, 1611-1655
287 308 309 310, 1589-1632
287 310, 1595-1648
289 290, 1565-1632
291 293 294, 1551-1631 1600-1703
291 293 294 295, 1594-1637
293 294, 1550-1631 1600-1708
293 294 295, 1594-1637
295 301, 1704-1746 1771-1823 1806-1851 1943-1987
296 297, 1627-1709
298 299, 1628-1675 1640-1680 1660-1774
298 304 305, 1657-1697
301 302 303, 1610-1656
302 303, 1604-1743
304 305, 1616-1689 1656-1697 1680-1749 1727-1784
304 305 306, 1652-1693 1660-1717 1712-1764
305 306, 1665-1717
308 309, 1596-1645 1611-1652
308 309 310, 1571-1633 1608-1648
309 310, 1571-1633
311 312, 1562-1618 1607-1668
311 312 313 314 315 316 330, 1581-1631
311 312 313 316 330, 1598-1637
311 312 313 316 330 331, 1600-1644
311 312 313 316 330 332, 1594-1635
311 312 314 315 316 330 331 332, 1742-1784
311 312 314 315 316 330 331 332 340 341, 1747-1793
311 312 330 331 332, 1665-1703 1684-1779
311 312 330 331 332 336 349 350, 1678-1719
311 312 330 331 332 344 346 350, 1656-1702
311 312 330 331 332 349 350, 1666-1715 1682-1721
311 312 330 332, 1639-1693
311 312 332, 1631-1676
312 313 314 315 316 330, 1581-1631
312 313 316 330, 1594-1637
312 313 316 330 331, 1600-1644
312 314 315 316 330 331 332, 1742-1784
312 314 315 316 330 331 332 340 341, 1747-1797
312 330 331 332, 1665-1703 1692-1779
312 330 331 332 344 346 350, 1656-1702
312 330 331 332 349 350, 1666-1712
312 330 332, 1639-1685 1654-1693
312 336, 1678-1719
313 314, 1566-1606
313 314 315, 1569-1614
313 314 315 316, 1641-1681
313 314 315 316 330, 1577-1631
313 314 315 316 330 331, 1607-1652
313 314 315 316 330 331 332, 1665-1703 1684-1730 1699-1754 1735-1784
313 314 315 316 330 331 332 340 341, 1730-1772 1747-1804
313 314 315 316 330 331 332 340 341 352 353, 1717-1759
313 314 315 316 330 331 332 340 341 353, 1722-1767
313 314 315 316 330 331 332 341 353, 1693-1736
313 314 315 316 330 331 332 344 346 350, 1656-1702
313 314 315 316 330 331 332 349 350, 1666-1721
313 314 315 316 330 331 340 341, 1767-1808
313 314 315 316 330 332, 1644-1693
313 314 315 316 340 341, 1771-1812
313 314 316 330, 1625-1664 1632-1671
313 314 316 330 331, 1615-1662
313 314 316 330 332, 1627-1669
313 315 316 340 341, 1775-1814
