data, m, k, r, theta, n
cbe, 2, 57, 1.52, 5.625, 1

precision, recall, f1_score
0.407, 0.161, 0.231

members, duration
4 75, 469-889 655-1057
7 8, 1-391
10 12 13, 1-481
11 76, 133-535
12 13, 1-565
19 20, 91-535
27 29, 181-583
28 30, 187-583 289-673 421-769
38 39, 625-1045
45 46, 985-1333
45 46 47, 751-1129 829-1231 997-1423
46 47, 751-1321 997-1435
48 49, 817-1255
55 56, 1135-1777
58 59, 1339-1777
64 65, 1891-2233
64 65 66, 1573-1987 1759-2119 1867-2221
64 65 66 107, 1783-2203
64 65 66 111, 1885-2227
64 66, 1567-1909 1651-2095
66 107, 1783-2203
66 111, 1885-2227
70 71, 1783-2215
70 71 236, 1747-2119
71 236, 1747-2119
72 103, 1561-2041
77 78, 193-673
89 92, 919-1297
98 99, 1267-1639 1381-1741 1447-1825
108 109, 1783-2239
114 116, 2017-2365 2197-2539
114 116 117, 2029-2533
115 116, 2017-2581
122 124, 2251-2659
122 124 131, 2323-2671
122 131, 2335-2689
127 128, 2341-2695
127 128 129, 2317-2677
127 128 129 130 132 133, 2497-2857
127 128 129 130 132 133 134, 2449-2833
127 128 129 132 134, 2437-2785
127 128 134, 2359-2773
128 129, 2311-2677
128 129 130 132 133, 2449-2899
128 129 132, 2437-2785
129 130 132 133, 2497-2905
129 132, 2371-2833 2569-2911
130 132, 2317-2659 2329-2707 2407-2755
130 132 133, 2323-2665 2419-2905
130 133, 2371-2731
132 133, 2533-2905
137 138, 2545-2923
140 141, 2539-2965
142 169 432, 4003-4363
142 432, 3931-4273 3985-4327 4027-4423
146 147, 2845-3253 2923-3265
150 151, 3061-3433
156 158, 3355-3805
165 166, 3535-3925
176 177, 4003-4393
191 192, 4501-4921
205 206, 4861-5383
217 220, 91-439 385-781
222 340, 1501-1849 1579-1987
222 340 343, 1291-1693 1513-1855
222 343, 1231-1627 1357-1807 1519-1873
223 224, 763-1129
223 224 226, 793-1183
223 226, 847-1201
224 226, 793-1183
232 233, 991-1525 1207-1549 1219-1561 1537-1897 1807-2161 1843-2251 2197-2617 2491-2833 2509-2851
232 233 238, 2281-2623
232 238, 2053-2425 2095-2437 2107-2449 2119-2461 2131-2473 2143-2485 2167-2515 2287-2635
243 244 245, 2047-2485 2221-2599
243 245, 2023-2383 2215-2557
244 245, 2017-2713
253 254, 2587-3019
300 301, 559-1165
316 317, 535-931
324 325, 2359-2707 2719-3091 2851-3211
329 331, 3193-3541 3211-3553 3223-3565 3349-3709 3529-3877
329 331 332, 3205-3547 3325-3685 3373-3751
329 332, 3217-3559 3229-3571 3283-3661 3415-3775
331 332, 3331-3685 3379-3745
335 336, 3733-4105
340 343, 1231-1693 1513-1855
345 346, 1531-2071
354 355, 2899-3295
360 361, 3715-4189
362 363, 3901-4591 4507-4993
422 423, 1693-2059
