data, m, k, r, theta
seq_eth, 2, 10.5, 1.24, 5.625

precision, recall, f1_score
0.329, 0.754, 0.458

members, duration
3 6, 846-1020
4 5, 846-990
2 3 6, 924-996
11 12, 1074-1140
11 12 13, 1080-1164 1122-1248
14 15, 1086-1164
14 15 16, 1104-1218
11 13, 1104-1182
15 16, 1104-1230
17 18, 1110-1182
17 18 20, 1122-1188
18 20, 1122-1248
17 20, 1128-1224
14 15 16 17 20, 1158-1224
14 15 16 17, 1164-1230
14 15 16 17 18 20, 1170-1248
28 29, 1446-1554
33 34, 1536-1752
41 42, 2124-2190
41 42 43 44, 2130-2268 2220-2292
43 44, 2130-2232
45 46, 2196-2286
42 44, 2208-2280
53 54, 2862-2928
59 60, 3006-3144
61 62, 3162-3648
70 71 72 73, 4199-4301 4247-4337
72 73, 4199-4361
74 75 76, 4223-4379
70 71, 4241-4307 4277-4361
71 72 73, 4247-4313
79 80, 4355-4433
84 85, 4631-4721 4673-4787
86 87, 4715-4787
88 89, 4727-4871
92 93, 4805-4901 4847-4943
92 93 94, 4841-4907 4883-4967
93 94, 4883-4979
106 107, 5111-5189
109 110, 5111-5291
103 104 105 107, 5111-5183
103 104 105, 5123-5189
121 122, 6227-6371
126 127, 6419-6797
130 131, 6797-6959
138 139, 6887-7037
137 139, 6887-6983
142 143, 6977-7133
145 146, 7301-7433
149 150, 7391-7511
153 154, 7457-7601
170 172, 8175-8283
178 179, 8373-8457
178 179 182 183, 8397-8517
180 181, 8397-8553
187 188, 8457-8625
183 184, 8457-8535
182 183 184, 8457-8529
185 186, 8457-8523
186 187 188, 8469-8625
185 186 187 188, 8517-8583 8535-8601
192 193, 8709-8817
195 196, 8901-8967
196 197, 8907-9117
202 203, 8973-9069 9021-9141
198 201, 8973-9039
202 203 205, 9009-9081
204 206, 9015-9099 9057-9135
200 205, 9045-9117
210 211, 9105-9267
212 213, 9213-9285
212 214, 9237-9345
213 214, 9255-9363
217 218, 9303-9465
227 228, 9627-9735
230 231, 9675-9843 9795-9891 9915-9981
237 238 239 240, 9915-10059 10017-10095
241 242, 9915-10041
238 239 240, 9915-10089
239 240, 9915-10095
237 238 239 240 243, 10005-10077
237 239, 10035-10101
245 246 249, 10101-10203
247 248 249, 10101-10185 10149-10215
247 248, 10125-10209 10155-10227
252 253, 10197-10311
251 252 253, 10197-10287
255 256, 10221-10371 10317-10389
250 255 256, 10233-10371 10317-10383
258 259, 10251-10413 10377-10443
252 253 254, 10251-10329
257 260, 10257-10389 10371-10437
252 254, 10269-10353
261 262, 10293-10389
268 269 272, 10299-10365 10311-10377
263 264, 10299-10497 10443-10515 10461-10665
265 266 267 268 269 270 272, 10299-10377 10341-10407 10353-10425
250 255 256 260, 10311-10377
265 266 267 268 269 270, 10317-10401 10347-10413 10365-10437
267 268 269, 10317-10395
268 269, 10317-10383
250 256, 10323-10389
257 260 261, 10329-10395 10341-10413 10359-10431 10377-10461
267 268 269 270, 10335-10401
257 260 261 262, 10335-10401 10401-10473
257 261 262, 10353-10419
275 278, 10365-10431 10437-10503
269 270, 10365-10443
278 279, 10377-10473
275 278 279, 10377-10461
267 268, 10377-10509
265 266 267 268 270, 10377-10443
266 267 268 270, 10377-10455
265 270, 10383-10449
266 267 268, 10395-10479
265 266 267 268, 10395-10461
276 280, 10437-10503
275 278 283, 10443-10665
265 267 268, 10443-10509
300 301, 10665-10743
300 301 302, 10683-10767
303 304, 10701-10887
307 308 309 310, 10779-10875
311 312, 10809-10953
313 314, 10809-10971
307 308 309 310 312, 10815-10917
308 309 311 312, 10857-10929
307 308 309 311 312, 10857-10923
321 322 323, 11235-11337 11283-11415
320 324, 11259-11373 11331-11397
321 322, 11277-11343
325 326 327, 11283-11355 11307-11373
326 327, 11283-11361
328 329, 11283-11481
325 326 327 329, 11295-11361
325 326 327 328 329, 11301-11367 11313-11457
327 328 329, 11313-11475
332 333, 11385-11505
334 335 336 337 338, 11391-11613
343 344, 11859-11991
342 345, 11859-11931 11895-12015 11967-12033
346 347, 11871-12033
351 352 353, 11937-12033 11985-12099
352 353, 11937-12105
357 358, 12021-12129 12075-12381
350 353, 12033-12135
360 361, 12201-12345
362 363, 12219-12357
364 365, 12243-12375
