data, m, k, r, theta, n
cbe, 2, 36, 1.52, 5.625, 1

precision, recall, f1_score
0.363, 0.27, 0.309

members, duration
4 75, 397-619 577-835 631-895 805-1075
7 8, 1-235 43-283 109-361
7 8 17, 25-253
9 273, 1-247
10 11 12 13, 7-223
10 11 13, 1-217
10 12, 13-271 73-331 151-421 241-469
10 12 13, 121-361 211-451
11 12 13, 13-241
11 13, 1-223
12 13, 121-361 211-451 259-487
14 16, 1-223
19 20, 91-535
27 29, 181-583
28 30, 325-553 427-697 511-733 547-763
33 34, 379-601 397-655 481-703
38 39, 673-1045
45 46, 751-991 979-1225 1123-1417
45 46 47, 841-1105 1015-1297 1111-1327 1207-1423
46 47, 781-1183 1015-1327 1207-1435
48 49, 817-1255
52 53, 1279-1501
52 225, 1141-1375
55 56, 1135-1777
58 59, 1339-1777
60 61, 1393-1627
62 63, 1555-1771
64 65, 1573-1795 1621-1837 2017-2233
64 65 66, 1585-1831 1627-1849 1765-1987 1861-2143 2005-2227
64 65 66 104, 1855-2071
64 65 66 104 107, 1813-2065
64 65 66 107, 1777-2023
64 65 66 111, 1933-2215
64 66, 1639-1975
65 104, 1813-2071
66 107, 1777-2065
66 111, 1969-2209
68 69, 1693-1939
70 71, 1813-2053 1915-2191
70 71 236, 1843-2113
70 236, 1903-2119
71 236, 1759-1987 1843-2089
72 103, 1561-1999
77 78, 193-619 439-655
82 84, 493-715
82 84 85, 505-817
82 85, 607-823
84 85, 505-817
89 90, 1099-1321
90 93, 1021-1249
94 95, 979-1195 1057-1309
98 99, 1333-1567 1363-1591 1441-1825
106 107, 1765-1987 1783-2005
107 112, 1915-2149
108 109, 1903-2239
114 116, 2017-2275 2215-2437 2239-2455 2263-2479 2305-2539
114 116 117, 2065-2425 2251-2467 2269-2515
115 116, 2017-2395 2221-2581
118 119, 2053-2293
122 124, 2317-2569
122 124 131, 2359-2575 2413-2671
122 131, 2365-2623 2473-2689
124 131, 2395-2671
127 128, 2473-2749
127 128 129, 2455-2683
127 128 129 130 132 133 326, 2623-2857
127 128 129 134, 2437-2665
127 128 130 132, 2557-2773
127 128 130 132 133 134 326, 2617-2833
127 128 130 132 133 326, 2599-2827
127 128 132, 2539-2767
127 128 134, 2353-2611
127 130 132 133 326, 2581-2809
128 129, 2311-2545 2413-2629 2455-2683 2647-2875
128 129 130 132 133 326, 2623-2851
128 129 132 133 326, 2641-2857
128 129 134, 2407-2623 2419-2665
128 130 132, 2557-2785
128 130 132 133 326, 2575-2833
128 132, 2539-2767
128 134, 2347-2617
129 130 132, 2563-2785
129 130 132 133 326, 2575-2827
129 132, 2395-2611 2503-2773
129 132 133 326, 2617-2839
129 134, 2347-2575 2419-2665
130 132, 2545-2785
130 132 133, 2335-2575 2401-2713 2659-2905
130 132 133 326, 2575-2869
130 133, 2323-2545 2365-2611 2503-2731
132 133, 2659-2905
132 133 326, 2575-2869
133 326, 2575-2869
137 138, 2533-2749 2677-2923
137 138 140 141, 2575-2791
137 138 141, 2539-2785
138 140 141, 2575-2845
138 141, 2539-2785 2635-2851
140 141, 2539-2857 2659-2965
142 257, 2671-2929
142 432, 3919-4189 4099-4423
144 277, 2797-3049
146 147, 2845-3235
148 149, 2953-3259
150 151, 3061-3433
156 158, 3445-3715 3529-3805
160 358, 3499-3727
160 399, 3733-3973
165 166, 3529-3769
165 166 167, 3667-3907
165 167, 3697-4003
166 167, 3637-3907
176 177, 4003-4393
191 192, 4633-4921
193 263, 4585-4825
205 206, 4963-5383
208 209, 4993-5317
210 211, 4993-5209
217 219, 517-739
217 219 220, 439-691 487-703
217 220, 205-457 433-649 481-697
222 340, 1213-1429 1225-1441 1345-1561 1357-1573 1657-1987
222 340 343, 1237-1555 1351-1567 1363-1591 1387-1603 1399-1681
222 340 343 376, 1231-1447
222 343, 1381-1597 1393-1609 1471-1687 1633-1849
223 224, 763-1003
223 224 225 226, 811-1039
223 224 226, 793-1021 829-1183
223 226, 973-1201
224 225 226, 811-1039
224 226, 793-1021 829-1171
229 230, 973-1201
232 233, 1075-1477 1315-1537 1375-1591 1447-1669 1879-2101 1981-2263 2461-2701 2515-2731 2527-2767 2599-2833
232 233 238, 2053-2269
232 238, 2059-2299 2101-2365 2251-2467 2281-2497 2293-2515 2311-2527 2407-2653 2449-2665 3289-3511
236 237, 1699-1921
243 244 245, 2101-2371 2353-2587
243 245, 2161-2401 2335-2563
244 245, 2017-2563 2359-2713
251 252, 2353-2623
253 254, 2671-2941 2773-3019
264 265, 4939-5263
268 269, 5101-5395
283 285, 3781-4003
293 294, 5125-5395
300 301, 559-1153
316 317, 613-835 655-883 679-907
318 319, 943-1207
324 325, 2461-2719 2767-3025 2827-3067
329 331, 3565-3781
329 331 332, 3421-3643
329 332, 3409-3631 3433-3751
331 332, 3205-3451 3589-3847
335 336, 3733-4003 3799-4087 3883-4105
340 343, 1237-1477 1387-1681 1597-1813 1621-1837
340 343 376, 1231-1447
343 376, 1231-1447
345 346, 1531-1843 1645-1981 1789-2071
360 361, 3793-4063
362 363, 3901-4183 3979-4573 4597-4993
391 392, 3049-3379
393 395, 3331-3547
412 413, 1519-1735
412 414, 1495-1729 1525-1747
413 414, 1495-1711
415 416, 3277-3505
419 420, 241-481
421 422 423, 1795-2029
422 423, 1741-1963 1789-2059
422 423 426, 1735-1951 1753-1969 1783-1999
423 426, 1729-1951 1753-1999
