data, m, k, r, theta
seq_eth, 2, 10.5, 1.1, 11.25

precision, recall, f1_score
0.2, 0.55, 0.29

members, duration
2 3, 876-936 930-1008
3 6, 846-1026
4 5, 846-990
11 12, 1050-1116 1068-1248
11 13, 1068-1248
14 15, 1086-1200
14 15 18, 1146-1248
14 17, 1152-1212 1164-1248
14 17 20, 1158-1218
14 18, 1140-1212 1164-1248
14 18 20, 1158-1218
14 20, 1158-1218
15 16, 1104-1248
15 18, 1110-1170 1134-1194 1146-1248
17 18, 1110-1176
17 18 20, 1122-1182
17 20, 1122-1236
18 20, 1122-1248
28 29, 1446-1506 1470-1542
33 34, 1536-1752
41 42, 2118-2184
41 42 44, 2130-2292
41 44, 2130-2292
42 43, 2166-2292
42 43 44, 2130-2220
42 44, 2130-2292
43 44, 2130-2220
53 54, 2862-2928
59 60, 3006-3144
61 62, 3162-3648
70 71, 4199-4283
70 71 72, 4229-4361
70 72, 4229-4361
71 72, 4199-4331
71 72 73, 4277-4361
71 73, 4277-4361
72 73, 4199-4361
74 75, 4223-4379
75 76, 4223-4379
79 80, 4355-4433
84 85, 4631-4745 4721-4787
88 89, 4727-4871
92 93, 4805-4967
93 94, 4859-4979
103 104, 5111-5189
104 105, 5111-5189
105 107, 5111-5171
106 107, 5111-5189
109 110, 5111-5291
121 122, 6227-6371
126 127, 6419-6599
130 131, 6797-6959
137 139, 6887-6989
138 139, 6887-7043
142 143, 6977-7139
145 146, 7301-7433
149 150, 7409-7511
153 154, 7457-7601
154 155, 7541-7601
170 172, 8193-8283
178 179, 8385-8517
178 182, 8403-8517
180 181, 8397-8553
182 183, 8397-8523
182 183 184, 8469-8529
182 184, 8469-8529
183 184, 8397-8457 8445-8535
185 186, 8487-8601
186 187, 8469-8625
187 188, 8457-8625
192 193, 8709-8817
196 197, 8907-9117
200 205, 9051-9129
202 203, 8973-9141
203 205, 8997-9069
204 206, 9015-9081 9069-9135
210 211, 9105-9273
212 213, 9213-9279
212 214, 9219-9363
213 214, 9243-9363
217 218, 9303-9465
223 224, 9597-9657
227 228, 9627-9735
230 231, 9675-9897 9921-9981
234 235, 9825-9885
237 238, 9915-10005 9957-10095
237 238 243, 9951-10011
237 241, 9915-9999
237 243, 9951-10011 9981-10077
238 239, 9915-9987 9975-10095
238 243, 9951-10035
239 240, 9915-10095
241 242, 9915-10041
245 246, 10101-10203
246 249, 10101-10203
247 248, 10101-10233
248 249, 10101-10215 10167-10233
250 255 256, 10239-10383
250 256, 10227-10389
251 252, 10197-10293
251 252 253, 10239-10311
251 253, 10239-10311
252 253, 10197-10329
252 254, 10257-10359
255 256, 10221-10389
257 260, 10257-10473
257 261, 10341-10425 10407-10467
258 259, 10251-10443
260 262, 10413-10473
261 262, 10293-10419
263 264, 10299-10527
265 266, 10377-10455
265 266 267, 10401-10479
265 266 270, 10299-10431
265 267, 10401-10509
265 270, 10299-10431
266 267, 10299-10371 10347-10437
266 267 268, 10317-10401 10383-10479
266 268, 10317-10401 10383-10479
266 270, 10299-10455
267 268, 10299-10509
267 269, 10299-10395 10359-10419
268 272, 10299-10365
269 270, 10371-10443
269 272, 10317-10419
275 278, 10365-10431 10419-10665
275 278 279, 10377-10473
275 279, 10377-10473
276 280, 10383-10521
278 279, 10377-10479
278 283, 10449-10665
279 281, 10395-10461
287 289, 10461-10521
300 301, 10665-10767
301 302, 10665-10767
303 304, 10701-10887
307 308, 10779-10923
308 309, 10779-10929
309 310, 10779-10917
309 311 312, 10869-10929
309 312, 10821-10929
311 312, 10809-10953
313 314, 10809-10971
320 321, 11235-11295
320 324, 11271-11403 11355-11415
321 322, 11235-11415
321 324, 11253-11319
322 323, 11235-11415
325 326, 11361-11427
325 326 329, 11283-11415 11373-11457
325 329, 11283-11415 11373-11463
326 327, 11283-11361
326 327 328 329, 11307-11373 11355-11415
326 327 329, 11319-11409 11361-11457
326 328 329, 11283-11373 11355-11415
326 329, 11283-11457
327 328 329, 11307-11475
327 329, 11307-11475
328 329, 11283-11481
332 333, 11385-11505
334 335 336, 11391-11613
334 336, 11391-11613
335 336, 11391-11613
336 337, 11391-11613
337 338, 11391-11613
342 345, 11877-12027
343 344, 11859-11991
346 347, 11871-12033
350 353, 12039-12135
351 352, 11937-12069 12027-12105
352 353, 11937-12117
357 358, 12021-12381
360 361, 12201-12327
360 361 362, 12273-12345
360 362, 12219-12327
360 362 363, 12273-12345
360 363, 12273-12345
361 362, 12273-12345
362 363, 12219-12357
364 365, 12243-12381
365 366, 12243-12315
