data, m, k, r, theta, n
cbe, 2, 36, 1.52, 11.25, 1

precision, recall, f1_score
0.344, 0.283, 0.31

members, duration
4 75, 397-631 463-691 553-769 565-919 793-1075
7 8, 1-235 55-379
7 8 17, 25-265
9 273, 1-247
10 11 12 13, 1-223
10 12, 13-259 55-325 175-397
10 12 13, 115-385 187-481
10 12 75, 49-265
10 13, 397-637
11 12 13, 1-259
11 13, 49-265
12 13, 115-385 187-517
12 75, 49-265
14 16, 1-235
19 20, 91-535
27 29, 181-583
28 30, 313-559 415-769
33 34, 379-703
38 39, 649-1045
45 46, 985-1207
45 46 47, 751-1123 967-1195 997-1423
46 47, 751-1195 997-1435
48 49, 817-1255
52 53, 1273-1507
52 225, 1141-1375
55 56, 1135-1777
58 59, 1339-1777
60 61, 1393-1627
62 63, 1555-1777 1603-1855
64 65 66, 1573-1861 1753-1975 1891-2137
64 65 66 104 107, 1801-2089
64 65 66 107, 1765-2011 1879-2101
64 65 66 107 111, 1969-2191
64 65 66 111, 1927-2179 1981-2227
64 65 111, 2017-2233
64 66, 1567-1783 1651-1963
65 104, 1801-2089
66 107, 1765-2101
66 107 111, 1969-2191
66 111, 1981-2227
68 69, 1693-1939
70 71, 1795-2041 1909-2215
70 71 236, 1747-2005 1831-2119
71 236, 1747-2005 1831-2119
72 103, 1561-1999 1999-2227
77 78, 193-619 439-673
82 84, 493-715
82 84 85, 505-817
82 85, 607-823
84 85, 505-817
89 90, 1093-1321
90 92, 1063-1279
90 92 93, 1033-1273
90 93, 991-1243
92 93, 1003-1243
94 95, 979-1207 1057-1309
98 99, 1327-1603 1429-1825
106 107, 1765-1987 1783-2005
107 112, 1915-2167
108 109, 1873-2239
114 116, 2017-2245 2305-2539
114 116 117, 2035-2515
115 116, 2017-2581
118 119, 2053-2293
121 122, 2215-2503
121 123, 2635-2863
122 124, 2317-2569
122 124 131, 2359-2671
122 131, 2461-2689
124 131, 2395-2671
127 128, 2497-2731
127 128 129, 2455-2701
127 128 129 130 132 133 326, 2623-2857
127 128 129 132, 2491-2707
127 128 129 132 134, 2395-2611
127 128 129 134, 2353-2605 2437-2665
127 128 130 132 133, 2545-2785
127 128 130 132 133 134 326, 2617-2833
127 128 130 132 133 326, 2575-2827
127 128 132, 2521-2755
128 129, 2311-2557 2455-2701
128 129 130 132 133 326, 2623-2875
128 129 132, 2491-2707
128 129 132 134, 2395-2623
128 129 134, 2347-2605 2413-2665
128 130 132 133, 2545-2785 2677-2893
128 130 132 133 326, 2575-2833 2665-2887
128 132, 2521-2755
129 130 132 133, 2563-2785 2677-2905
129 130 132 133 326, 2575-2863 2671-2887
129 132, 2491-2773 2695-2911
129 132 134, 2395-2623
129 134, 2347-2605 2413-2665
130 132, 2317-2533 2539-2755
130 132 133, 2323-2749 2545-2785 2677-2905
130 132 133 326, 2575-2887
132 133, 2677-2905
132 133 326, 2575-2887
133 326, 2575-2887
137 138, 2533-2749 2677-2923
137 138 140 141, 2575-2791
137 138 141, 2539-2785
138 140 141, 2575-2857
138 141, 2539-2785 2647-2875
140 141, 2539-2965
142 257, 2671-2929
142 432, 3913-4201 4087-4441
143 145, 2761-2977
144 277, 2785-3049
145 277, 2881-3109
146 147, 2845-3247
148 149, 2953-3259
150 151, 3061-3433
153 154, 3127-3367
156 158, 3367-3805
160 358, 3499-3733
160 399, 3721-3973
163 164, 3463-3691
165 166, 3529-3787
165 166 167, 3649-3925
165 167, 3715-4003
166 167, 3625-3949
176 177, 4003-4393
191 192, 4585-4885
191 192 363, 4675-4921
192 363, 4681-4927
193 263, 4579-4825
198 362, 4795-5023
205 206, 4963-5383
208 209, 4993-5317
210 211, 4993-5209
217 219, 541-769
217 219 220, 433-751
217 220, 205-487 397-643
222 340, 1171-1441 1477-1693 1651-1987
222 340 343, 1273-1687
222 340 343 376, 1231-1483
222 343, 1627-1855
223 224, 763-1003
223 224 225 226, 811-1141
223 224 226, 793-1021 931-1183
223 226, 973-1201
224 225 226, 811-1129
224 226, 793-1021 919-1183
225 226, 811-1147
227 228, 889-1105
229 230, 973-1219
232 233, 1075-1549 1375-1591 1447-1681 1843-2059 1855-2071 1867-2107 1903-2119 1915-2131 1933-2149 1969-2251 2467-2683 2479-2719 2515-2845
232 233 238, 2041-2281 2077-2293 2437-2677 2473-2689
232 238, 2071-2287 2083-2371 2239-2455 2251-2467 2281-2497 2293-2539 2341-2557 2353-2569 2365-2581 2377-2593 2389-2647 3235-3457 3277-3511
232 355, 3091-3307
236 237, 1699-1933
243 244 245, 2101-2371 2281-2593
243 245, 2089-2311 2161-2401 2383-2611
244 245, 2017-2713
251 252, 2353-2659
253 254, 2623-3019
264 265, 4939-5263
268 269, 5101-5395
283 285, 3781-4003
293 294, 5125-5395
300 301, 559-1165
316 317, 535-781 613-943
318 319, 943-1207
324 325, 2425-2767 2611-2881 2755-3085 2971-3211
329 331, 3565-3781
329 331 332, 3415-3643 3553-3775
329 332, 3241-3481 3367-3583 3379-3625 3433-3763 3577-3793 3589-3829
331 332, 3205-3451 3421-3637 3577-3859
335 336, 3733-4105
340 343, 1273-1681 1591-1837
340 343 376, 1231-1483
343 376, 1231-1483
345 346, 1531-2071
354 355, 3061-3295 3097-3439
360 361, 3769-4075
362 363, 3901-4591 4573-4993
391 392, 3049-3379
393 395, 3277-3547
412 413, 1543-1771
412 413 414, 1495-1753
413 414, 1495-1729
415 416, 3277-3505
419 420, 241-481
421 422 423, 1831-2053
421 422 423 426, 1777-2041
422 423, 1831-2059
422 423 426, 1729-2041
423 426, 1729-2041
