data, m, k, r, theta
seq_eth, 2, 4.2, 1.21, 11.25

precision, recall, f1_score
0.26, 0.54, 0.35

members, duration
4 5, 846-990
3 6, 846-1026
2 3, 870-936 924-1008
11 12, 1050-1248
11 13, 1068-1248
15 16, 1104-1248
17 18, 1110-1182
18 20, 1122-1248
14 15 18, 1140-1248
14 17 20, 1146-1224
14 18 20, 1146-1224
28 29, 1446-1512 1470-1542
33 34, 1536-1752
42 43 44, 2130-2226
41 42 44, 2130-2292
45 46, 2196-2280
53 54, 2862-2928
59 60, 3006-3144
61 62, 3162-3648
75 76, 4223-4379
74 75, 4223-4379
70 71 72, 4223-4361
71 72 73, 4265-4361
79 80, 4355-4439
84 85, 4631-4751 4709-4787
86 87, 4715-4787
88 89, 4727-4871
92 93, 4805-4967
93 94, 4847-4979
103 104, 5111-5189
104 105, 5111-5189
105 107, 5111-5183
106 107, 5111-5189
109 110, 5111-5291
121 122, 6227-6371
126 127, 6419-6605
130 131, 6797-6959
137 139, 6887-6995
138 139, 6887-7043
142 143, 6977-7139
145 146, 7301-7433
149 150, 7403-7511
153 154, 7457-7601
154 155, 7535-7601
170 172, 8187-8283
178 179, 8379-8517
178 182, 8397-8517
180 181, 8397-8553
182 183, 8397-8529
183 184, 8439-8535
187 188, 8457-8625
186 187, 8469-8625
185 186, 8481-8607
192 193, 8709-8817
196 197, 8907-9117
198 201, 8973-9045
202 203, 8973-9141
203 205, 8997-9075
204 206, 9015-9093 9063-9135
200 205, 9045-9129
210 211, 9105-9273
212 214, 9213-9363
212 213, 9213-9279
213 214, 9237-9363
217 218, 9303-9465
223 224, 9591-9657
227 228, 9627-9735
230 231, 9675-9903 9915-9981
239 240, 9915-10095
238 239, 9915-9993 9939-10095
241 242, 9915-10041
237 238, 9915-10095
237 241, 9915-10005
237 238 243, 9957-10035
248 249, 10101-10233
246 249, 10101-10203
247 248, 10101-10245
245 246, 10101-10203
251 252 253, 10239-10311
250 255 256, 10239-10383
252 254, 10251-10359
258 259, 10251-10443
257 260, 10257-10473
261 262, 10293-10419
267 268, 10299-10509
265 266 270, 10299-10449
267 269, 10299-10431
268 272, 10299-10371
263 264, 10299-10515 10461-10665
256 260, 10317-10383
266 267 268, 10323-10401 10377-10479
269 272, 10323-10425
257 261, 10335-10431 10377-10461 10407-10473
269 270, 10359-10443
275 278 279, 10377-10473
276 280, 10383-10521
279 281, 10395-10461
265 266 267, 10395-10479
260 262, 10401-10473
265 267, 10425-10509
278 283, 10443-10665
287 289, 10461-10527
301 302, 10665-10767
300 301, 10665-10767
303 304, 10701-10887
305 306, 10779-10851
309 310, 10779-10917
308 309, 10779-10929
307 308, 10779-10923
311 312, 10809-10953
313 314, 10809-10971
309 311 312, 10863-10929
320 321, 11235-11301
322 323, 11235-11415
321 322, 11235-11415
321 324, 11247-11319
320 324, 11265-11415
325 326 329, 11283-11457
326 327 328 329, 11301-11427
332 333, 11385-11505
334 335 336, 11391-11613
337 338, 11391-11613
336 337, 11391-11613
343 344, 11859-11991
342 345, 11859-12027
346 347, 11871-12033
352 353, 11937-12117
351 352, 11937-12075 12021-12105
357 358, 12021-12381
350 353, 12039-12135
364 365, 12243-12381
365 366, 12243-12315
360 362 363, 12267-12345
360 361 362, 12273-12345
