data, m, k, r, theta, n
gveii, 2, 58, 1, 5.625, 1

precision, recall, f1_score
0.212, 0.879, 0.342

members, duration
5 6, 1-107
8 78, 2315-2373
9 10, 6-72 23-96 168-239 205-265 360-440 415-473 489-551
15 16, 1-98
17 355, 1670-1728
21 22, 1-95
23 26 27, 1-77
23 27, 20-79
24 25, 34-94
25 26 27, 1-88
26 27, 1-88
28 29 30, 1-81
29 30, 1-82
31 32, 1-101
34 35, 23-144
36 38, 39-109 103-192
37 42, 86-272
43 44, 153-218 186-305
47 61, 213-325 285-361
51 52, 217-361
53 54, 237-331
55 56 57, 258-405
56 57, 258-405
60 62, 302-363
60 62 63, 260-338 290-359 306-407
60 62 63 72, 281-347
62 63, 260-359 306-415
64 68, 269-377
64 68 69, 320-378
64 68 69 71, 321-385 329-388
64 68 70 71, 336-397
64 68 71, 328-386 331-393
65 66, 242-312
65 67, 258-342
66 67, 279-353
68 69 71, 329-388
68 70 71, 337-397
68 71, 321-386 331-394
70 71, 289-389 340-408
73 74, 291-406
75 76, 304-362 432-492
75 76 77, 305-489
76 77, 305-489
79 80, 308-445
83 84, 364-430
83 84 86, 373-431
84 86, 373-457 410-476
87 88, 419-497 606-682
89 90, 417-506
91 92, 441-632 587-647 614-679 644-792
93 94, 442-512
93 94 95 96, 455-557
94 95 96, 455-565
95 96, 455-568
97 98, 461-567 515-578 550-619 563-632 589-648
99 100, 480-550 545-604
101 102, 503-561 523-604
101 102 103, 504-580
104 105, 517-640
108 109, 607-682 633-772
108 109 113, 625-690
112 113, 625-769
114 115, 638-793
116 117, 658-789
118 119, 723-928
120 121 122, 705-772
120 121 122 123, 715-805 756-826
120 121 123, 782-863
121 122, 705-772
121 122 123, 715-829
121 123, 772-876
122 123, 715-852 815-876
126 127, 816-891
129 130, 786-935 888-953
129 130 139 140, 878-945
130 139 140, 878-945
131 132, 807-865 846-908 1275-1335 1298-1359
131 132 133, 808-877 831-895 969-1027 1138-1196
131 132 133 134, 820-888
131 133, 858-917 963-1026 970-1045 1156-1246 1210-1272 1237-1315 1280-1338
131 133 134, 884-1020 1215-1294
132 133, 808-877 825-898 863-926 969-1027 1130-1196 1190-1263 1306-1382
132 133 134, 820-882 873-941 901-991 1206-1265 1279-1337
132 134, 872-930 884-958 934-994 1208-1269
133 134, 820-882 878-1020 1215-1294 1266-1329 1278-1337
135 136, 803-910
137 138, 827-933
139 140, 828-945
141 142, 976-1040 994-1114
143 144, 980-1074 1038-1144
145 146, 938-1011
145 146 151 152, 954-1042
145 151 152, 985-1043
146 152, 954-1042
148 149, 949-1057
151 152, 954-1052
158 162, 1237-1297
159 160, 1016-1087 1044-1104 1063-1198 1148-1213 1164-1234 1179-1247
159 170, 1422-1480 1434-1499 1967-2028
159 170 398, 1964-2024
159 171, 1603-1670
159 264, 1571-1632 1631-1737 1705-1825
159 285, 1613-1671
161 162, 1103-1164 1108-1220
163 165, 1012-1144
164 165, 1012-1090
164 165 166, 1033-1149
164 166, 1092-1151
166 167, 1026-1087
166 167 169, 1030-1088
167 168 169, 1033-1152
167 169, 1030-1090
168 169, 1033-1153
170 264, 1429-1487 1819-1881
170 278, 1239-1299
170 398, 1913-1971 1944-2024 1998-2061 2062-2133
171 264, 1914-2003
171 264 285, 1621-1685
171 285, 1613-1678 1640-1719 1680-1762 1719-1820 1791-1882 1830-1961
172 173, 1079-1234
174 175, 1078-1244 1270-1336 1303-1386 1469-1533
174 175 204, 1466-1526
174 204, 1340-1398 1351-1413
175 204, 1459-1526
177 178 179, 1100-1208
178 179, 1100-1208
181 182, 1117-1177 1253-1312
181 182 183, 1120-1264 1244-1310
181 182 183 186, 1207-1274
181 182 183 186 187, 1217-1281
181 182 183 187, 1224-1301
182 183, 1120-1310
184 185, 1120-1232
186 187, 1144-1228 1223-1294
192 193, 1172-1275 1233-1360
192 193 203, 1218-1290
193 203, 1218-1290
194 195, 1171-1240
194 195 197 198, 1185-1308
194 195 198, 1183-1242
195 197 198, 1185-1308
195 198, 1183-1242
196 197 198, 1185-1313
197 198, 1185-1314
199 200, 1188-1309
201 202, 1187-1262 1227-1288 1242-1340 1330-1405 1396-1459 1421-1541 1489-1601
207 208, 1229-1329
207 208 211 212, 1272-1330
208 211 212, 1272-1331
209 210, 1233-1382 1326-1397
209 210 226, 1325-1383
211 212, 1236-1336
213 214, 1229-1401
215 216, 1245-1403
217 218, 1230-1340 1284-1358
217 218 233, 1283-1341
221 222, 1271-1379
223 224, 1284-1366 1313-1403 1365-1432
223 224 227, 1309-1370 1346-1422
224 227, 1309-1370 1346-1422
225 226, 1280-1412
233 234, 1224-1338
235 236, 1340-1477
237 242 243, 1419-1493
237 243, 1417-1476
238 239, 1366-1478
240 241, 1378-1497 1444-1511
240 241 260, 1440-1501
240 241 260 261, 1459-1519
240 241 261, 1454-1516 1462-1524
241 261, 1454-1527
242 243, 1384-1458 1409-1508
242 243 245, 1401-1462
242 243 245 246, 1405-1466
243 245, 1401-1462
243 245 246, 1405-1466
245 246, 1405-1535
247 248, 1419-1556 1502-1571 1664-1762
249 250 251 252, 1420-1490
249 251, 1413-1473
249 251 252, 1416-1477 1433-1507
249 252, 1450-1511
251 252, 1416-1507
254 255, 1433-1560
256 258 259, 1436-1617
258 259, 1436-1618
260 292, 1437-1497
263 269, 1472-1538 1487-1558 1509-1572
263 269 274, 1481-1544
265 266, 1494-1559 1516-1574 1591-1677 1640-1700 1754-1847 1820-1895 1886-1949 1905-1989 1938-2005 1949-2010 1985-2070 2014-2074 2020-2083 2050-2112 2074-2138
265 266 267, 1517-1619 1582-1640 1588-1648 1633-1697 1741-1811 1790-1877 2055-2131
265 267, 1506-1565 1631-1690 1688-1747 1699-1798
266 267, 1470-1531 1517-1629 1580-1647 1634-1695 2058-2130
267 373, 1878-1938
269 274, 1481-1544 1518-1579
271 272, 1463-1535 1486-1549 1495-1604 1557-1637 1587-1652 1608-1707 1731-1789 1847-1920
271 272 279 280, 1478-1542
271 272 280, 1485-1543 1492-1552
272 279 280, 1478-1541
275 276, 1500-1664
277 278, 1156-1214 1163-1221 1545-1605 1569-1636 1718-1782 1726-1784 2011-2075
279 280, 1478-1625
281 282, 1494-1663 1685-1782 1756-1845 1816-1881
281 282 353, 1807-1873
281 301, 1738-1804
281 353, 1790-1864
283 284, 1530-1593
283 284 291, 1536-1596
284 291, 1536-1600
284 291 293 294, 1593-1661
284 293, 1547-1606
285 395, 1906-1983
287 310, 1585-1655
289 290, 1573-1632
291 293, 1547-1607 1652-1710
291 293 294, 1550-1623 1583-1698
291 293 294 295, 1566-1640
293 294, 1550-1623 1583-1708
293 294 295, 1566-1640
295 301, 1709-1787 1787-1849
296 297, 1609-1672 1620-1709
298 299, 1580-1670 1665-1774
298 304 305 306, 1641-1709
298 305 306, 1640-1698
301 302 303, 1625-1685
302 303, 1604-1673 1618-1743
302 303 305, 1616-1675
303 305, 1616-1675
304 305, 1616-1693 1676-1784
304 305 306, 1636-1729
305 306, 1636-1733
308 309, 1581-1652
308 309 310, 1571-1638
309 310, 1571-1638
311 312, 1562-1648 1619-1691
311 312 313 314 315 316 330 331 332, 1663-1727 1698-1758
311 312 313 314 315 316 330 331 332 344 345 346, 1661-1720 1670-1735
311 312 313 314 315 316 330 332, 1642-1718
311 312 314 315 330 331 332 340 341, 1729-1793
311 312 314 315 330 331 332 340 341 344 345 346, 1724-1786
311 312 314 315 330 331 332 344 345 346, 1707-1781
311 312 330 331 332, 1687-1747 1692-1755 1701-1760
311 312 330 331 332 344 345 346, 1678-1744 1690-1749 1703-1764
311 312 330 332, 1639-1699
311 312 332, 1591-1676 1634-1696
312 313 314 315 316 330 331 332, 1663-1727 1698-1758
312 313 314 315 316 330 331 332 344 345 346, 1661-1720 1670-1735
312 313 314 315 316 330 332, 1642-1718
312 314 315 330 331 332, 1737-1797
312 314 315 330 331 332 340 341, 1729-1794
312 314 315 330 331 332 340 341 344 345 346, 1724-1786
312 314 315 330 331 332 344 345 346, 1707-1781
312 330 331 332, 1687-1747 1692-1755 1701-1760
312 330 331 332 344 345 346, 1678-1744 1690-1749 1703-1764
312 330 332, 1641-1699
312 332, 1591-1655
313 314, 1566-1626
