data, m, k, r, theta, n
cbe, 2, 57, 1.22, 5.625, 1

precision, recall, f1_score
0.39, 0.1, 0.159

members, duration
4 75, 469-889 667-1009 679-1057
7 8, 1-391
10 12, 1-481
11 76, 133-505
28 30, 187-583 289-673 421-769
45 46 47, 751-1129 829-1231
46 47, 751-1321 997-1357
64 65, 1573-1987
70 71, 1777-2197
70 71 236, 1747-2113
71 236, 1747-2113
89 92, 919-1297
98 99, 1267-1639 1381-1741 1447-1825
115 116, 2191-2581
122 124, 2269-2671
127 128, 2347-2773
127 128 129 130 132 133, 2455-2857
127 128 129 132, 2437-2791
128 129, 2311-2677
128 129 130 132 133, 2497-2899
128 129 132, 2437-2833
129 132, 2383-2911
130 132, 2365-2707 2407-2755
130 132 133, 2419-2905
130 133, 2323-2665 2371-2731
142 432, 4081-4423
156 158, 3355-3805
165 166, 3535-3925
176 177, 4003-4393
191 192, 4555-4921
205 206, 4975-5383
222 340, 1645-1987
222 340 343, 1291-1693
222 343, 1231-1615
223 224, 763-1129
223 224 226, 793-1183
223 226, 847-1201
224 226, 793-1183
232 233, 1069-1525 1207-1549 1219-1561 1813-2161 1843-2251 2197-2617 2491-2833 2509-2851
232 233 238, 2281-2623
232 238, 2053-2425 2095-2437 2107-2449 2119-2461 2131-2473 2143-2485 2167-2515 2287-2635
243 244 245, 2047-2485
243 245, 2023-2383 2215-2575
244 245, 2017-2713
253 254, 2587-3019
300 301, 559-1057
316 317, 535-901
324 325, 2719-3091 2851-3211
329 331, 3349-3709
329 331 332, 3325-3685 3373-3751
329 332, 3205-3547 3217-3559 3229-3571 3283-3661 3415-3775
331 332, 3331-3685 3379-3745
335 336, 3733-4105
340 343, 1231-1693 1513-1855
345 346, 1531-2071
354 355, 2899-3295
360 361, 3715-4135
362 363, 3901-4417 4237-4591 4507-4993
422 423, 1693-2059
